COMID,StreamOrde,TotDASqKM,logQ_m3_div_s,logDA_km2,logw_m,length_m,logwbkf_m,logd_m,logdbkf_m,logSlope,logK_m_div_s,D50_m,pred_annual_DOC,pred_annual_DO,no3_conc_mg_l,logRT_total_hz_s,logq_hz_total_m_s,totco2g_m2_day,totco2_o2g_m2_day,totco2_ang_m2_day
23100156,2,23.9688,-0.714170737,1.379646292,0.594527109,868,0.810573789,-0.896392718,-0.346295473,-1.400574815,-2.221177952,0.002785459,0.781818182,10.41555298,0.279262792,4.383490157,-4.108805016,6.561589122,6.539256227,0.022332896
23100158,2,17.1108,-0.825074501,1.233270315,0.51747642,6091,0.74288373,-0.602404524,-0.129383467,-1.346700443,-3.021458343,0.001115099,0.781818182,10.38408477,0.283610862,5.388901112,-4.75058684,1.620727644,1.615165043,0.005562601
23100160,1,7.9758,-1.044845675,0.901774255,0.342980574,4932,0.589586801,-0.732094018,-0.232723654,-0.983428009,-3.114283946,0.001346265,0.781818182,10.37289628,0.256039686,5.016009991,-4.725395553,1.660753489,1.655100714,0.005652775
23100162,4,365.7132,0.561029121,2.563140636,1.217505395,7162,1.357868526,-0.434257757,0.002307341,-2.279039026,-2.314484673,0.00194968,1.979457588,10.51304397,0.238752636,5.849035355,-4.583025165,1.890696117,1.875465476,0.015230641
23100164,4,345.6378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23100166,4,344.97,0.560305393,2.537781329,1.204156537,391,1.346141376,-0.444160146,-0.005162341,-1.774611622,-1.172708846,0.009880145,1.77182837,10.61623706,0.233645043,4.168738441,-3.130134614,52.53780133,52.19952659,0.338274735
23100168,4,330.9021,0.559631309,2.519699523,1.194638475,1391,1.337779632,-0.451220792,-0.010488406,-2.094109179,-1.885197558,0.003588851,1.653382415,10.62513165,0.230375425,5.188736134,-4.039095145,5.577349603,5.545024905,0.032324698
23100170,4,330.2712,0.559607579,2.518870704,1.194202194,4426,1.337396353,-0.451544432,-0.010732538,-1.967766554,-2.060279403,0.003227798,1.562884556,10.62487133,0.230072085,5.255636513,-4.091119302,15.90203449,15.81633915,0.085695341
23100172,4,322.8894,0.559349849,2.509053788,1.189034679,950,1.332856622,-0.455377776,-0.013624149,-1.920818754,-1.427675477,0.006947015,1.302990605,10.64608894,0.229227804,4.533595176,-3.445400109,17.25295877,17.17682988,0.07612889
23100174,4,321.6672,0.559309141,2.507406779,1.188167711,1348,1.332094979,-0.456020906,-0.014109282,-1.971629268,-1.567542179,0.005848228,1.319973185,10.66924349,0.229154742,4.76364484,-3.588034268,20.95907687,20.86603078,0.093046096
23100176,4,319.6647,0.559227713,2.504694681,1.186740093,1436,1.330840798,-0.457079935,-0.01490814,-1.831433872,-1.678748082,0.005836007,1.082696832,10.67324817,0.228883503,4.745077241,-3.588450996,32.63957818,32.51616412,0.123414061
23100178,4,315.5022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23100180,4,315.1818,0.558895059,2.498561131,1.183511461,696,1.328004401,-0.459474985,-0.016714801,-1.892244451,-1.344539216,0.008070058,1.049799683,10.6713202,0.228376739,4.457569206,-3.297362037,29.7137914,29.60375833,0.110033064
23100182,4,311.9454,0.558331,2.494078586,1.181151898,2513,1.325931494,-0.461225345,-0.018035152,-1.91975459,-1.925638958,0.004557285,0.781818182,10.66505217,0.228040231,5.044141061,-3.833825465,14.24883646,14.20383212,0.045004339
23100184,4,305.6886,0.556784581,2.485279243,1.176520022,1957,1.321862329,-0.464661342,-0.020627032,-1.915013927,-1.844111309,0.005809334,0.781818182,10.68172679,0.227122026,4.976118435,-3.711662739,17.65636838,17.60082548,0.0555429
23100186,4,295.2,0.553159301,2.470116353,1.168538445,1698,1.314850407,-0.4705822,-0.02509332,-1.893477982,-1.799954667,0.006767949,0.781818182,10.66723512,0.225246303,4.896308999,-3.658228899,20.37787219,20.31363895,0.06423324
23100188,4,259.0146,0.516817253,2.413324245,1.13864371,1556,1.288587483,-0.492758579,-0.041821654,-1.848995331,-1.820165933,0.008313725,0.781818182,10.6772694,0.215853236,4.833451993,-3.638737465,22.35797735,22.28802402,0.069953326
23100190,4,255.2193,0.514623112,2.406913513,1.135269172,3498,1.285622907,-0.495261863,-0.04370996,-1.882386045,-2.175617737,0.005637296,0.781818182,10.68497766,0.215140057,5.251717362,-3.900443984,11.00551903,10.97115374,0.03436529
23100192,4,237.2427,0.495854985,2.375192858,1.118571771,3000,1.270954017,-0.507648254,-0.053053401,-1.822752164,-2.185950067,0.007689439,0.781818182,10.67013767,0.2126075,5.186974623,-3.84895469,12.92986149,12.88942232,0.040439168
23100194,4,229.8303,0.488214498,2.361407284,1.111315198,94,1.264579021,-0.513031293,-0.057113994,-1.152269876,-1.164225398,0.199034555,0.781818182,10.69919654,0.211954175,3.361813289,-2.517265227,90.78362828,90.50152138,0.282106906
23100196,4,222.8931,0.477358947,2.348096624,1.104308614,963,1.258423644,-0.518228885,-0.0610347,-1.765616366,-1.746484825,0.016188128,0.781818182,10.68528636,0.212548902,4.600403892,-3.455745205,36.74038366,36.62583973,0.114543932
23100198,4,212.7186,0.462620432,2.327805466,1.093627574,1348,1.249040207,-0.174195183,0.211825616,-1.647531328,-1.890086534,0.025866686,0.781818182,10.68376787,0.212361238,4.899927815,-3.607558604,25.50206592,25.42255222,0.079513709
23100200,3,68.0301,-0.064011398,1.832701109,0.833010136,1505,1.020084311,-0.367892306,0.057482374,-1.450483494,-2.167878814,0.009911171,0.781818182,10.4352539,0.201780168,4.844799177,-3.897531366,11.52920528,11.49158735,0.037617924
23100202,3,52.3422,-0.177738191,1.718851973,0.773081215,2350,0.967435953,-0.412432917,0.02199118,-1.430003891,-2.389503021,0.006282113,0.781818182,10.27981555,0.205227495,5.00993305,-4.083200117,7.908127562,7.881389325,0.026738238
23100204,3,44.4222,-0.248556782,1.647600063,0.735575,1327,0.934486243,-0.440308434,-0.000220805,-1.46485962,-2.139954078,0.006454126,0.781818182,10.28656946,0.205331121,4.735721572,-3.953620632,11.76587962,11.72615409,0.039725523
23100206,2,27.9603,-0.452158318,1.446541827,0.629740177,2717,0.841508939,-0.518967411,-0.06289846,-1.425830243,-2.501722385,0.002990525,0.781818182,10.16500614,0.21355677,5.005964724,-4.224514131,6.074131429,6.052962334,0.021169095
23100208,2,19.4949,-0.606393992,1.289921012,0.547296718,2579,0.76908126,-0.580241364,-0.111723246,-1.338063005,-2.555535043,0.002538569,0.781818182,10.29556705,0.22101915,4.917213673,-4.228681116,5.183490543,5.165854355,0.017636188
23100210,1,6.5178,-1.100177103,0.81410103,0.296830361,2313,0.549043224,-0.766393962,-0.260054801,-1.240291371,-2.644347664,0.001618523,0.781818182,10.13627865,0.272442332,4.749685757,-4.440983087,3.492094808,3.479498538,0.01259627
23100212,1,3.5451,-1.323681098,0.54962849,0.157614952,4330,0.426740629,-0.869862189,-0.342501155,-1.172454524,-2.967643456,0.001050449,0.781818182,10.50531903,0.277427494,4.917740951,-4.784849632,1.528914069,1.523811863,0.005102205
23100214,4,143.3529,0.296994002,2.156406483,1.003405052,2689,1.169778518,-0.241250723,0.158393902,-1.679391198,-2.207431007,0.01124497,0.807224514,10.7196796,0.216568958,5.264540436,-3.924868893,12.30000998,12.2612932,0.038716783
23100216,4,120.2904,0.222977862,2.080230969,0.963307107,2136,1.134551938,-0.271052476,0.134647038,-1.687235727,-2.116701724,0.01031439,0.81915797,10.62830248,0.208670932,5.120622584,-3.899251343,13.30738625,13.26460253,0.042783724
23100218,3,85.6485,0.072326725,1.932719761,0.885658845,3826,1.066336903,-0.328762525,0.08866207,-1.538166053,-2.488483123,0.00728583,0.917127472,10.58254164,0.203891119,5.331430061,-4.046010537,9.487384054,9.454850835,0.032533219
23100220,3,77.6196,0.030317256,1.8899714,0.863156582,1127,1.046568365,-0.345486746,0.075335746,-1.704008928,-1.872046307,0.008405007,0.949301421,10.60798172,0.201058896,4.846997018,-3.711327563,24.16891375,24.08501461,0.083899144
23100222,3,74.619,0.013635174,1.872849425,0.854143764,1022,1.038650484,-0.352185288,0.069998162,-1.667225748,-1.852497971,0.009187472,1.031242534,10.64634577,0.20087425,4.760150458,-3.699940841,23.09323389,23.00965214,0.083581741
23100224,3,72.5805,0.001501837,1.860819956,0.847811585,927,1.033087581,-0.356891515,0.06624811,-1.561050918,-1.870989633,0.011828949,1.022965469,10.69539656,0.201701319,4.699085432,-3.635619914,26.57108209,26.47640043,0.094681656
23100226,3,69.7914,-0.015226206,1.84380191,0.838853475,3379,1.025217761,-0.363549397,0.060942925,-1.623532178,-2.400407043,0.005183295,1.068374558,10.6900421,0.200623379,5.27534854,-4.10422754,9.911345455,9.874998605,0.036346851
23100228,3,51.5367,-0.139528576,1.712116606,0.769535793,1264,0.964321253,-0.415067959,0.019891505,-1.448631135,-2.085907943,0.009219562,1.082050833,10.80651349,0.210360881,4.720058158,-3.834685829,19.85375402,19.78174533,0.072008688
23100230,3,44.4969,-0.200078912,1.648329756,0.735959102,1143,0.934823682,-0.44002296,6.67E-06,-1.461889207,-2.050229342,0.00805951,1.08250469,10.81561715,0.209842492,4.676197124,-3.816648637,21.87128011,21.79212753,0.079152577
23100232,3,42.336,-0.220677935,1.626709823,0.72457861,1184,0.924825767,-0.448481215,-0.006733104,-1.377957656,-2.114506979,0.009064632,1.071675028,10.87201247,0.211674124,4.659237878,-3.816594197,18.73585052,18.6692654,0.066585127
23100234,2,29.8449,-0.372907412,1.474870128,0.64465188,1958,0.854609069,-0.507884676,-0.054067429,-1.381401797,-2.352060643,0.004828042,1.120762104,10.84556248,0.202840385,4.844232781,-4.009338867,12.46757105,12.42187829,0.045692759
23100236,1,11.3616,-0.824417351,1.055439495,0.423868251,3922,0.660647704,-0.671976359,-0.184820235,-1.346394001,-2.755310291,0.001515593,1.074557136,10.60248027,0.21513358,5.071789157,-4.476512653,4.078323357,4.062853629,0.015469728
23100238,1,6.6825,-1.064225213,0.824938967,0.302535331,3857,0.554055116,-0.762153891,-0.256676195,-1.524208562,-2.691584914,0.001335675,1.121315988,11.09848178,0.25129154,5.093322517,-4.602469976,3.331128043,3.319277086,0.011850957
23100240,5,1450.2717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23100242,5,1450.2681,0.804171427,3.161448294,1.532447905,6479,1.634549724,-0.200628514,0.178541164,-3.091348801,-3.977657836,0.000183364,0.824753953,10.53849292,0.30449354,8.51054501,-6.732828272,0.008908853,0.008877744,3.11E-05
23100244,5,1447.5915,0.804119302,3.160646024,1.532025599,3901,1.634178722,-0.200941787,0.178304852,-2.8115806,-3.331604298,0.000459316,0.796760022,10.53824026,0.303539397,7.587466776,-5.925073903,0.045322574,0.045169964,0.000152611
23100246,5,1437.5223,0.803916533,3.157614591,1.530429886,3968,1.632776867,-0.202125512,0.177411932,-2.594250785,-2.82217696,0.000947487,0.781818182,10.54700854,0.296276389,6.891834761,-5.250959731,0.224428184,0.22368493,0.000743254
23100248,5,1197.6786,0.780138946,3.07834029,1.488700774,327,1.596117285,-0.233080815,0.154061381,-2.286661529,-2.172990617,0.002383995,0.781818182,10.53179641,0.285302076,5.899754644,-4.46973497,1.417810016,1.413097022,0.004712994
23100250,5,1191.8268,0.780006307,3.076213147,1.487581069,2093,1.59513361,-0.233911429,0.153434823,-2.364601713,-2.329628266,0.001908163,0.781818182,10.53112756,0.285133819,6.158127091,-4.663800521,0.93119581,0.928102219,0.003093592
23100252,5,1187.4456,0.779912415,3.074613723,1.48673915,1137,1.594393973,-0.234535978,0.152963707,-2.885499104,-3.457837845,0.000383875,0.781818182,10.5591572,0.285010127,7.662136923,-6.07717078,0.035895178,0.03577676,0.000118418
23100254,5,1185.1875,0.77986342,3.073787062,1.486304005,2032,1.594011692,-0.234858775,0.152720211,-2.188008325,-1.902777015,0.003500289,0.781818182,10.56375789,0.284953324,5.554528243,-4.118744909,3.302418102,3.291511852,0.010906251
23100258,5,1164.4911,0.779389516,3.066136174,1.482276663,3267,1.590473618,-0.237846321,0.150466612,-2.305171131,-2.068479858,0.002765784,0.781818182,10.5564901,0.284534147,5.826752441,-4.331530215,1.772981098,1.767118056,0.005863041
23100260,5,1136.1681,0.778722724,3.055442591,1.47664768,5639,1.585528481,-0.242021988,0.147316776,-2.406417119,-2.247044701,0.002145819,0.781818182,10.55312698,0.283981151,6.121802509,-4.545777312,1.012545914,1.009196619,0.003349295
23100262,5,1108.7865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23100264,4,399.6819,0.338789348,2.601714481,1.237810239,2305,1.375706602,-0.419195308,0.013669415,-2.139175257,-2.226649479,0.002208934,0.781818182,10.22083813,0.287869882,5.624823881,-4.477911956,0.897857663,0.894665717,0.003191945
23100266,4,394.0056,0.338434078,2.595502394,1.234540265,786,1.372833887,-0.421621025,0.011839621,-1.883429445,-1.659759014,0.004944417,0.781818182,10.22860825,0.287446662,4.804744649,-3.753029959,4.968468165,4.950815721,0.017652445
23100268,4,392.3667,0.338326876,2.593692142,1.233587369,450,1.371996754,-0.422327899,0.011306404,-2.105438054,-2.136652796,0.002510361,0.781818182,10.23289941,0.287337586,5.504072827,-4.360777554,1.071579841,1.067779736,0.003800105
23100270,4,369.1161,0.336817602,2.567162989,1.219622717,1283,1.359728621,-0.432687094,0.00349214,-2.168208905,-2.225620936,0.002212165,0.781818182,10.23364432,0.286264104,5.658403844,-4.466671611,1.010540933,1.006959691,0.003581242
23100272,4,324.8388,0.329945819,2.511667897,1.190410717,7605,1.33406549,-0.454357009,-0.012854153,-1.946903878,-2.478409437,0.001911568,0.781818182,10.1384137,0.283438485,5.652284463,-4.524023857,2.612354129,2.602899558,0.009454571
23100274,4,303.363,0.326752782,2.48196261,1.174774183,2336,1.320328587,-0.465956432,-0.021603959,-1.900864813,-2.014237906,0.003448173,0.781818182,10.14365135,0.281413594,5.1188368,-4.034802948,7.780209161,7.752100401,0.02810876
23100276,4,297.8514,0.326312115,2.473999646,1.170582567,621,1.316646196,-0.469065838,-0.023949481,-2.479224416,-2.712720969,0.001106977,0.781818182,10.15086929,0.280862273,6.362724836,-5.040400588,0.268239291,0.267274347,0.000964944
23100278,4,294.5052,0.325963904,2.469092967,1.167999746,1617,1.314377153,-0.470981815,-0.025394762,-1.970413328,-1.840193419,0.004172851,0.781818182,10.14446794,0.280546937,5.017114623,-3.876334442,8.261385575,8.231551671,0.029833903
23100280,4,289.3914,0.325179407,2.461485621,1.163995323,2465,1.310859214,-0.473952358,-0.027635535,-1.922731685,-2.064834691,0.003361953,0.781818182,10.17546578,0.279844617,5.185743425,-4.036450484,9.147707371,9.114904568,0.032802803
23100282,3,41.4198,-0.731912771,1.617207998,0.719576954,676,0.920431747,-0.803628802,-0.276320758,-1.610362298,-2.068908302,0.002864805,0.781818182,10.79587031,0.34045605,4.551234355,-4.164594485,2.98159716,2.972057714,0.009539446
23100284,3,24.426,-1.021615835,1.387852353,0.598846689,1509,0.814368597,-0.893188387,-0.343878346,-1.31787235,-2.712323521,0.001493246,0.781818182,10.8549993,0.37925793,4.879237506,-4.412613681,3.110415337,3.100499361,0.009915976
23100286,2,15.3531,-1.153328348,1.186196079,0.492697065,2314,0.721114736,-0.971931826,-0.403276978,-1.302873226,-2.930534089,0.00114333,0.781818182,10.88874356,0.359449594,4.968029527,-4.678290336,1.572882199,1.567922605,0.004959594
23100288,2,10.0566,-1.282665486,1.002451176,0.395975788,2539,0.636143804,-1.04368117,-0.457399746,-1.139255205,-3.116889253,0.001001347,0.781818182,10.90880293,0.352895802,4.925898896,-4.721412,1.471065562,1.46645227,0.004613292
23100290,2,5.7654,-1.425739234,0.760829444,0.26878879,649,0.524408329,-1.13803046,-0.528570357,-1.684168777,-2.686262033,0.0011494,0.781818182,10.86204338,0.361888298,4.881590009,-4.938509823,0.432828889,0.431456482,0.001372408
23100292,2,4.9581,-1.480884256,0.695315282,0.234302862,2495,0.494111981,-1.163612656,-0.547867805,-1.322254114,-3.029490224,0.000955519,0.781818182,10.83166245,0.364783893,4.866967622,-4.909368657,1.306477988,1.302305442,0.004172546
23100294,1,1.4796,-1.956890504,0.170144323,-0.042141301,2026,0.251252095,-1.368683227,-0.702558932,-1.045397561,-3.230779431,0.000774467,0.781818182,10.97276627,0.353890877,4.657718221,-4.912722048,1.068798554,1.065489197,0.003309358
23100296,3,244.3932,0.2807821,2.388089118,1.125360219,1000,1.276917759,-0.502612478,-0.049254758,-1.854492829,-1.733020031,0.005147756,0.781818182,10.00655155,0.274540229,4.797569579,-3.575352332,20.34116188,20.265583,0.075578885
23100298,3,222.9939,0.256116137,2.348292983,1.104411975,2179,1.258514448,-0.51815221,-0.060976862,-1.955160492,-2.03882279,0.003451862,0.781818182,9.974590141,0.271776747,5.166437952,-3.975351184,8.428921114,8.397416365,0.031504749
23100300,3,195.2991,0.221569908,2.290700242,1.074095796,1508,1.231881279,-0.540641223,-0.077941026,-1.874126582,-1.895151592,0.004092924,0.781818182,9.965567334,0.267690638,4.894927284,-3.860930245,13.68842196,13.63722727,0.051194689
23100302,3,164.6856,0.176050264,2.216655626,1.035119532,1087,1.197640112,-0.56955442,-0.099751152,-1.834286604,-1.785159298,0.00472329,0.781818182,9.927065321,0.263799632,4.716738416,-3.731675881,15.37934477,15.32142261,0.057922167
23100304,3,161.0172,0.173764844,2.20687227,1.029969682,951,1.1931159,-0.573374659,-0.102632878,-1.876090239,-1.700366596,0.005082403,0.781818182,9.92398688,0.263015604,4.682957134,-3.672961459,13.00786647,12.95885083,0.049015648
23100306,3,155.9241,0.168649147,2.192913246,1.022621807,1063,1.186660693,-0.578825427,-0.106744562,-1.89748843,-1.749881046,0.004809563,0.781818182,9.900146693,0.261740255,4.714805551,-3.730276693,13.06541811,13.01594232,0.049475793
23100308,3,153.6975,0.166726636,2.186666803,1.019333749,11563,1.18377209,-0.58126456,-0.108584475,-1.80924822,-2.88765881,0.001708588,0.781818182,9.893326889,0.260828242,5.805077163,-4.478055989,2.454377445,2.445074549,0.009302896
23100310,3,118.2114,0.081291341,2.072659361,0.959321496,2005,1.131050526,-0.62578258,-0.142165806,-1.645632983,-2.268829214,0.005924646,0.781818182,9.900579574,0.256823799,4.963236989,-3.941884065,9.583493897,9.547286271,0.036207626
23100312,3,53.5059,-0.324666893,1.728401674,0.778108071,4773,0.971852114,-0.760209511,-0.243568233,-1.441197502,-2.91828846,0.002820622,0.781818182,9.789350695,0.297293521,5.297906322,-4.37325045,3.099497427,3.08730601,0.012191417
23100314,3,42.1434,-0.427216707,1.62472957,0.723536227,2649,0.92391002,-0.800691752,-0.27410525,-1.934390412,-2.391892207,0.002037016,0.781818182,9.829635426,0.294140394,5.215958851,-4.360893046,3.850351312,3.835363641,0.014987671
23100316,2,22.1004,-0.671448608,1.344400134,0.575973923,1030,0.794274568,-0.910155759,-0.356677364,-2.219047196,-2.721000978,0.001094025,0.781818182,10.1738933,0.300417926,5.66511048,-4.965291349,0.350839656,0.34957397,0.001265686
23100318,2,20.5371,-0.700197424,1.312539118,0.559202638,2798,0.77954077,-0.922596959,-0.366062149,-2.086822696,-2.433036612,0.001648877,0.781818182,10.29450608,0.299218301,5.209794376,-4.618247898,0.812323949,0.809468349,0.0028556
23100320,1,6.3558,-1.213300345,0.803170223,0.291076506,2509,0.543988385,-1.121497086,-0.516098717,-2.241751405,-3.354268136,0.000444756,0.781818182,10.12615031,0.31542935,6.126011247,-5.639387655,0.072748108,0.072481855,0.000266252
23100322,1,17.9019,-0.804210233,1.252899127,0.527808809,4551,0.751960872,-0.945885389,-0.383629338,-1.243233775,-3.138511348,0.001690345,0.781818182,9.68668275,0.218263772,5.120193698,-4.612217949,1.920485843,1.913009778,0.007476065
23100324,1,11.9826,-0.940178508,1.078551062,0.436033923,7628,0.67133541,-1.013965424,-0.434984231,-1.372342834,-3.340139208,0.000859101,1.177411887,9.908905634,0.187014101,5.379148406,-4.891864611,1.573575525,1.566132373,0.007443152
23100326,5,709.0668,0.570173979,2.850687151,1.368866689,1364,1.490841442,-0.321975599,0.087005273,-2.504387679,-2.754657851,0.001042921,0.781818182,10.58594355,0.281190609,6.594666983,-5.129344488,0.291084706,0.290131885,0.000952821
23100328,5,704.5974,0.570008514,2.847941036,1.367421164,1712,1.48957153,-0.323047912,0.086196395,-2.286560702,-2.263623324,0.002095846,0.781818182,10.5850797,0.281030201,5.916179627,-4.552696194,1.216842472,1.212848761,0.003993711
23100330,5,642.9258,0.562870198,2.808160854,1.346481318,2625,1.471175595,-0.338581415,0.074478989,-2.158104563,-1.967916226,0.003190763,0.781818182,10.59687254,0.279156331,5.486652452,-4.167378058,2.862133519,2.852765185,0.009368333
23100332,5,634.1814,0.562526853,2.8022135,1.343350697,596,1.468425303,-0.340903758,0.072727173,-2.184181929,-2.015926007,0.002980293,0.781818182,10.59013979,0.278831762,5.512903961,-4.237885861,2.272347533,2.264899438,0.007448095
23100334,5,631.3959,0.562422449,2.800301757,1.342344377,1015,1.467541237,-0.341650262,0.072164062,-2.314500997,-2.267805024,0.002083426,0.781818182,10.58953967,0.278725481,5.927992684,-4.553796915,1.178344133,1.174483102,0.003861032
23100336,5,619.8075,0.561157508,2.792256827,1.338109615,1939,1.463820942,-0.344791674,0.069794396,-2.138666953,-1.879332768,0.003618893,0.781818182,10.58700895,0.278243915,5.337947773,-4.061308692,3.103312958,3.093135782,0.010177176
23100338,4,264.5352,0.242069538,2.422483469,1.143465024,2127,1.292823072,-0.489182053,-0.039123769,-1.950643568,-1.936167423,0.003430044,0.781818182,10.34854942,0.261366616,5.098428452,-4.053498669,3.031005964,3.020615332,0.010390632
23100340,4,257.8473,0.241526886,2.411362588,1.137611115,2018,1.287680335,-0.493524573,-0.042399467,-1.953511469,-1.920951329,0.003530208,0.781818182,10.34991142,0.26079421,5.078636949,-4.026593002,3.616133242,3.603742099,0.012391143
23100342,4,226.0773,0.230637447,2.354256958,1.107551346,510,1.261272426,-0.515823377,-0.059220151,-1.804480314,-1.461004249,0.00655848,0.781818182,10.33681103,0.258582484,4.422093253,-3.477454182,10.35206363,10.31651486,0.035548769
23100344,4,218.5227,0.229696412,2.339496558,1.099781635,1622,1.254446632,-0.521587069,-0.063567883,-1.869210301,-1.874916591,0.003937695,0.781818182,10.33639307,0.258005894,4.9360773,-3.870035433,7.078821334,7.054521086,0.024300248
23100346,4,212.6934,0.228579004,2.327754014,1.09360049,3608,1.249016414,-0.526172338,-0.067026695,-1.828669417,-2.270718626,0.002626723,0.781818182,10.33269918,0.257590922,5.259998067,-4.192242373,5.79034298,5.770448505,0.019894475
23100348,4,205.4745,0.227334866,2.312757932,1.085706719,971,1.242081631,-0.53202806,-0.071443848,-1.816078207,-1.722117823,0.005067856,0.781818182,10.33284255,0.256637015,4.691016824,-3.670838611,16.12902437,16.07363577,0.055388606
23100350,4,203.3631,0.226795361,2.308272154,1.083345455,2879,1.240007228,-0.533779682,-0.072765152,-1.815789114,-2.211678848,0.002937647,0.781818182,10.34115439,0.256429854,5.197354213,-3.996429819,7.883399388,7.856380285,0.027019103
23100352,4,197.5248,0.224073053,2.295621631,1.07668636,1350,1.234157125,-0.538719502,-0.076491412,-1.809772265,-1.896812878,0.004289428,0.781818182,10.33717417,0.255743401,4.85060183,-3.783801728,16.05740159,16.00232947,0.055072128
23100354,4,142.7373,0.113431586,2.154537477,1.002421228,396,1.168914215,-0.59381053,-0.118048292,-1.70282558,-1.448140171,0.008333394,0.931008726,10.31098253,0.246829212,4.165425983,-3.346632948,33.11557945,32.99094306,0.124636394
23100356,4,120.1347,0.077830483,2.079668468,0.963011013,4327,1.134291815,-0.623045639,-0.140101247,-1.492235852,-2.636114925,0.004453307,0.951523265,10.29714787,0.240152354,5.18629463,-4.159975403,6.181885259,6.158314042,0.023571217
23100358,3,73.1277,-0.101355819,1.864081914,0.849528644,2620,1.03459604,-0.707228622,-0.203603096,-1.469399629,-2.494923255,0.00469584,0.781818182,10.29487029,0.224541662,4.941958774,-4.038661829,6.432231289,6.410299547,0.021931742
23100360,3,54.0405,-0.18726705,1.732719359,0.780380853,6737,0.973848783,-0.758523527,-0.242296442,-1.596334807,-2.857332193,0.00206131,0.781818182,10.53781003,0.201309956,5.376519689,-4.387522389,3.055152314,3.045400688,0.009751627
23100362,2,23.2542,-0.526435048,1.366501403,0.587607786,4345,0.804495071,-0.90152558,-0.35016735,-1.447602055,-2.869539409,0.002102718,0.781818182,10.58491165,0.19158262,5.068475059,-4.366859909,2.847561367,2.838623899,0.008937468
23100364,2,16.5546,-0.637010706,1.218918692,0.509921885,2085,0.73624697,-0.959154187,-0.393638406,-1.286608255,-2.693278701,0.004141099,0.781818182,10.81788269,0.181927194,4.680919159,-4.146689352,5.104141166,5.088990601,0.015150565
23100366,2,12.5613,-0.735242245,1.099034588,0.446816224,2181,0.680807805,-1.005966946,-0.437484226,-1.23831966,-2.794811465,0.004227029,0.781818182,10.89369898,0.173774231,4.672439408,-4.166659034,4.83017695,4.816156284,0.014020666
23100368,2,7.7616,-0.926467247,0.889951257,0.336757079,3129,0.584119378,-1.087610527,-0.49454663,-1.61089348,-2.805591099,0.001429346,0.781818182,10.78164805,0.165710585,4.993689478,-4.403932197,2.846847254,2.838458865,0.008388389
23100370,1,3.2967,-1.300227279,0.518079428,0.141007876,1778,0.412151091,-1.232820325,-0.650578748,-1.048403585,-3.053022952,0.002745392,0.781818182,11.45636509,0.164504887,4.51419824,-4.360250136,3.741104323,3.731467964,0.00963636
23100372,3,43.9614,-0.426690807,1.643071515,0.733191223,1753,0.932392063,-0.793529527,-0.26870256,-1.283691922,-2.550625063,0.004318855,0.781818182,10.09071074,0.267270466,4.758976861,-4.000804794,7.487897703,7.460667589,0.027230114
23100374,3,42.7671,-0.432910717,1.631109802,0.72689471,1619,0.926860493,-0.798200378,-0.272225928,-1.664930831,-2.299242789,0.002528527,0.781818182,10.1161276,0.26716477,4.846252843,-4.160026064,5.832536143,5.811446985,0.021089157
23100376,3,36.9117,-0.473358067,1.567164047,0.693234375,4087,0.897289439,-0.823170137,-0.291061396,-1.637446091,-2.731866407,0.001561194,0.781818182,10.20293976,0.255007343,5.22474452,-4.411411841,2.71029006,2.700723567,0.009566493
23100378,2,10.0935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23100380,1,5.544,-1.280548694,0.743823222,0.259836903,1960,0.516543977,-1.144671108,-0.533579605,-1.502252602,-2.72176678,0.001331889,0.781818182,9.20757282,0.288511797,4.723563434,-4.736363774,2.04757697,2.038355981,0.009220989
23100382,1,4.9041,-1.32342205,0.690559317,0.231799375,3617,0.491912634,-1.165469781,-0.549268693,-1.390549988,-3.088126837,0.000943571,0.781818182,9.229694501,0.264818685,4.993089028,-4.771623202,1.353742331,1.347731737,0.006010594
23100384,4,352.5867,0.262331185,2.547265926,1.209149124,288,1.35052743,-0.440456568,-0.002368616,-2.182930684,-2.332788498,0.001899611,0.891140199,10.59322078,0.29549988,5.740460554,-4.611607471,0.80608903,0.803259748,0.002829283
23100386,4,339.5952,0.260154536,2.530961543,1.200566678,3298,1.342987637,-0.44682316,-0.007171135,-2.112392263,-2.132320708,0.002525866,0.799905635,10.56864951,0.29460746,5.500757247,-4.341203765,1.318061178,1.313654506,0.004406671
23100388,4,332.2773,0.259512264,2.521500673,1.195586581,4069,1.338612555,-0.450517473,-0.009957871,-2.06418098,-2.217217787,0.00242712,0.781818182,10.56081203,0.293709904,5.525120994,-4.356932035,2.109699194,2.10270622,0.006992974
