COMID,FromNode,ToNode,Hydrosq,AreSqKM,pred_stream_area_m2_fill,pred_logw_m,stream_length_m,cum_totco2g_day,cum_stream_area_m2,cum_stream_length_m,TOT_urban16,TOT_forest16,TOT_wetland16,TOT_agrc16,TOT_shrub16,CAT_STREAM_LENGTH,CAT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STREAM_SLOPE,CAT_BASIN_AREA,TOT_BASIN_AREA,cum_totco2g_day_Tsurface_m2,cum_totco2g_day_Tdrain_m2
23101038,50155346,50019412,50219358,2.2572,3998.899943,0.054705483,3528,1785.941673,3998.899943,3528,1.44,0,0,0,53.35,3.528,0.09,3.53,0.025496,2.26,2.26,0.446608242,0.00079024
23101040,50019779,50019777,50106252,0.0297,17.28202779,-0.378260453,41,424.3359275,175.0096377,449,0,0,0,9.92,81.2,0.041,0.13,0.45,0.755556,0.03,0.34,2.424643197,0.001248047
23101042,50019780,50019779,50137381,0.0252,17.68746271,-0.392115513,44,314.6267547,157.7276099,408,0,0,0,10.29,80.57,0.044,0.09,0.41,0.512195,0.03,0.32,1.994747495,0.000983209
23101044,50155347,50019185,50219357,1.4598,1779.696379,-0.045174207,1975,1.663824216,1779.696379,1975,0,0,0,0,0.25,1.975,0.08,1.98,0.040404,1.46,1.46,0.000934892,1.14E-06
23101046,50155348,50019388,50219356,2.3877,2685.275206,0.067490636,2300,4603.92069,2685.275206,2300,5.21,55.52,0,0,33.4,2.3,0.15,2.3,0.065217,2.39,2.39,1.714506089,0.001926327
23101048,50019781,50019783,50089426,0.0558,2630.853654,0.813701431,404,47.74733513,65853.01987,15009,22.61,0.05,0.7,34.98,10.64,0.404,0,15.01,0,0.06,62.52,0.000725059,7.64E-07
23101050,50019782,50019789,50137380,4.608,7596.942498,0.435413035,2788,100.3765849,24699.95257,14431,4.38,0,0,5.92,31.68,2.788,0.03,14.43,0.011781,4.61,11.95,0.004063837,8.40E-06
23101052,50155349,50019799,50219355,2.8647,4009.152719,0.108530623,3120,41.35409007,4009.152719,3120,0,0,0,0,48.6,3.12,0.07,3.12,0.022436,2.86,2.86,0.01031492,1.45E-05
23101054,50155350,50019799,50219354,2.2257,2952.317234,0.051650681,2624,31.94337695,2952.317234,2624,0,0,0,0,35.87,2.624,0.09,2.62,0.034351,2.23,2.23,0.010819764,1.43E-05
23101056,50155351,50019413,50219353,3.1527,5622.001491,0.130609018,4160,3327.559133,5622.001491,4160,0.28,0.11,0.06,0,48.47,4.16,0.11,4.16,0.026442,3.15,3.15,0.591881581,0.001056368
23101058,50019783,50019787,50078280,0.0441,1420.146036,0.813884185,218,50.49351698,67273.16591,15227,22.59,0.05,0.73,35,10.63,0.218,0,15.23,0,0.04,62.57,0.000750574,8.07E-07
23101060,50019784,50140814,50137379,0.2412,852.5122596,0.060695288,741,1156.654192,3194.461935,3859,1.51,0,0,0,76.86,0.741,0.05,3.86,0.082902,0.24,2.32,0.362081069,0.000498558
23101062,50019785,50019790,50106251,2.5362,5279.876763,0.388900012,2156,127.1258293,19497.76169,10657,3.79,0.02,0,18.87,14.51,2.156,0.03,10.66,0.023452,2.54,9.75,0.006520022,1.30E-05
23101064,50155352,50019180,50219352,4.3128,7109.82807,0.202283712,4461,13.72214185,7109.82807,4461,0,0,0,6.45,1.57,4.461,0.06,4.46,0.013453,4.31,4.31,0.001930024,3.18E-06
23101068,50019786,50019787,50033308,8.3565,53153.77629,1.195333806,3390,19679.2995,802708.9324,234405,3.48,0.02,0.02,23.31,19.1,3.39,0.01,234.41,0.013097,8.36,331.91,0.024516109,5.93E-05
23101070,50155353,50019780,50219351,0.2898,140.0401472,-0.414612293,364,205.800758,140.0401472,364,0,0,0,5.28,84.78,0.364,0.12,0.36,0.333333,0.29,0.29,1.469583988,0.000709658
23101072,50019787,50019798,50032304,0.1809,6732.954072,1.234919701,392,19745.74255,876715.0524,250024,6.5,0.03,0.14,25.19,17.76,0.392,0,250.02,0.012279,0.18,394.66,0.022522418,5.00E-05
23101074,50019788,50019798,50089425,0.3123,1558.651214,0.239409489,898,9.935031395,16938.75582,10590,39.78,0,21.95,21.33,12.51,0.898,0,10.59,0,0.31,5.07,0.000586527,1.96E-06
23101076,50019789,50019796,50106250,0.1062,908.8817777,0.437318095,332,102.0411646,25608.83435,14763,4.84,0,0,6.22,31.43,0.332,0.02,14.76,0.012873,0.11,12.05,0.003984608,8.47E-06
23101078,50019790,50019796,50089424,0.1242,1010.768346,0.391927943,410,132.6613014,20508.53004,11067,4.05,0.02,0,19.58,14.32,0.41,0.01,11.07,0.023487,0.12,9.88,0.006468591,1.34E-05
23101082,50155354,50019807,50219350,7.2036,9401.629832,0.319590101,4503,3.778342432,9401.629832,4503,0.52,0,0,0,26.84,4.503,0.02,4.5,0.004444,7.2,7.2,0.000401882,5.25E-07
23101084,50155355,50019807,50219349,7.9587,14982.11927,0.342530126,6809,7.317939123,14982.11927,6809,0.01,0,0,2.08,8.31,6.809,0.04,6.81,0.005874,7.96,7.96,0.000488445,9.19E-07
23101086,50019791,50232908,50137378,0.1359,324.7805257,0.199616209,205,903.3901804,5779.492611,5206,0.68,0.21,0.04,0.32,55.59,0.205,0.09,5.21,0.06142,0.14,4.26,0.1563096,0.000212063
23101088,50019792,50019813,50137377,3.312,8578.344742,0.485389634,2806,117.9983302,23394.24386,10767,0,0,0,0,7.48,2.806,0.04,10.77,0.013928,3.31,14.87,0.005043904,7.94E-06
23101090,50155356,50019813,50219348,6.786,12831.43286,0.306186998,6342,110.0303336,12831.43286,6342,0,0,0,0,16.76,6.342,0.06,6.34,0.009464,6.79,6.79,0.008575062,1.62E-05
23101092,50019793,50019408,50106249,0.0864,338.2754622,0.012622424,329,22127.74191,1757.593068,2015,2.97,50.29,0,0,31.24,0.329,0.11,2.02,0.173267,0.09,1.88,12.58979813,0.011770075
23101102,50019794,50019793,50137376,1.5822,1355.029655,0.001408416,1351,13060.36359,1418.518471,1548,2.51,48.59,0,0,32.65,1.351,0.17,1.55,0.154839,1.58,1.79,9.207045136,0.007296293
23101104,50019795,50019810,50106248,0.9045,3261.837404,0.50270424,1025,601.6950246,34037.26242,15782,0.13,0,0,1.52,25.04,1.025,0.03,15.78,0.013942,0.9,16.04,0.017677539,3.75E-05
23101106,50155358,50019816,50219346,1.9359,2863.522718,0.019804036,2739,280.4239028,2863.522718,2739,0,0,0,0,57.51,2.739,0.08,2.74,0.029197,1.94,1.94,0.097929694,0.000144548
23101108,50155359,50019816,50219345,2.6694,3392.396404,0.092815972,2740,201.1737632,3392.396404,2740,0,0,0,0,78.49,2.74,0.08,2.74,0.029197,2.67,2.67,0.059301373,7.53E-05
23101112,50155360,50019401,50219344,3.3831,3948.212044,0.146719259,2815,7540.332616,3948.212044,2815,4.85,60.34,0.19,0,34.16,2.815,0.07,2.82,0.024823,3.38,3.38,1.909809436,0.002230868
23101114,50019796,50019797,50078279,0.1584,1769.908128,0.575867355,470,239.213484,47887.27252,26300,4.53,0.01,0,12.79,23.56,0.47,0.01,26.3,0.01749,0.16,22.09,0.004995346,1.08E-05
23101116,50019797,50140823,50038209,3.7611,29762.82308,1.120717634,2254,9254.689491,559637.0918,176746,1.91,0.04,0,18.32,19.43,2.254,0.01,176.75,0.011825,3.76,239.48,0.016536948,3.86E-05
23101118,50155361,50019794,50219343,0.207,63.48881559,-0.488370788,197,1842.920393,63.48881559,197,4.78,50.43,0,0,30.43,0.197,0.07,0.2,0.35,0.21,0.21,29.02748108,0.008775811
23101122,50155362,50019817,50219342,3.4866,4445.961201,0.154040446,3120,248.4451104,4445.961201,3120,0,0,0,0,79.71,3.12,0.09,3.12,0.028846,3.49,3.49,0.055881079,7.12E-05
23101124,50155363,50019817,50219341,3.4821,5374.248274,0.153384488,3774,300.3187939,5374.248274,3774,0,0,0,0,88.24,3.774,0.08,3.77,0.02122,3.48,3.48,0.055881079,8.63E-05
23101126,50019798,50019800,50031380,0.3501,12265.49051,1.238037886,709,19779.16862,905919.2987,261323,6.93,0.03,0.44,25.14,17.71,0.709,0,261.32,0.011748,0.35,400.08,0.021833257,4.94E-05
23101132,50019799,50019837,50137375,0.5544,1823.498131,0.26376565,993,81.36388067,8784.968084,6737,0,0,0,0,41.39,0.993,0.04,6.74,0.029674,0.55,5.64,0.009261716,1.44E-05
23101134,50155364,50019837,50219340,5.7132,7486.378633,0.266585468,4051,236.5730863,7486.378633,4051,0,0,0,0,14.27,4.051,0.08,4.05,0.019753,5.71,5.71,0.03160047,4.14E-05
23101136,50155365,50019183,50219339,6.1677,13300.72384,0.284297659,6913,78.55641797,13300.72384,6913,0,0,0,0,0.67,6.913,0.05,6.91,0.007236,6.17,6.17,0.005906176,1.27E-05
23101138,50155366,50019801,50219338,2.403,2796.234525,0.068445118,2387,3644.951789,2796.234525,2387,5.66,22.4,0,0,53.6,2.387,0.15,2.39,0.062762,2.4,2.4,1.303521488,0.00151873
23101142,50019800,50020697,50030512,0.1089,2941.371123,1.238100732,170,19782.72164,908860.6698,261493,6.93,0.03,0.44,25.13,17.73,0.17,0,261.49,0.01174,0.11,400.19,0.021766506,4.94E-05
23101150,50155367,50019802,50219337,1.7658,2703.296801,-0.001160094,2714,2204.803434,2703.296801,2714,1.53,6.27,0,0,60.96,2.714,0.12,2.71,0.04428,1.77,1.77,0.815597989,0.001245652
23101152,50019801,50019802,50137374,0.6372,1506.318549,0.204395529,941,10180.57111,5878.071412,5180,3.57,17.42,0,0,57.86,0.941,0.07,5.18,0.065637,0.64,4.35,1.731957711,0.002340361
23101158,50019802,50019415,50106247,0.1296,807.5377457,0.286876621,417,15797.01406,9388.905959,8311,3.27,13.96,0,0,58.78,0.417,0.05,8.31,0.061372,0.13,6.24,1.682519148,0.002531573
23101162,50155368,50019801,50219336,1.3086,1575.518338,-0.069955625,1852,1657.286333,1575.518338,1852,0,10.66,0,0,60.94,1.852,0.12,1.85,0.064865,1.31,1.31,1.051899107,0.001265104
23101166,50155369,50019784,50219335,0.9918,1310.152965,-0.133977878,1782,504.8703484,1310.152965,1782,1.45,0,0,0,81.4,1.782,0.15,1.78,0.08427,0.99,0.99,0.385352216,0.00050997
23101168,50019803,50019797,50039789,2.6163,13465.93849,1.094605066,1083,8962.710212,481986.9962,148192,1.49,0.04,0,17.91,19.09,1.083,0.01,148.19,0.010932,2.62,213.63,0.018595336,4.20E-05
23101172,50019804,50019407,50106246,0.8487,1360.519813,-0.080672741,1637,7633.996425,1524.052585,2186,9.99,30.27,0.93,0,52.55,1.637,0.16,2.19,0.251142,0.85,1.25,5.009011172,0.006107197
23101184,50155370,50019804,50219334,0.0288,15.29124059,-0.932569092,134,442.9610969,15.29124059,134,9.38,6.25,0,0,84.38,0.134,0,0.13,0,0.03,0.03,28.96829033,0.01476537
23101188,50155371,50019784,50219333,1.089,1031.796711,-0.111981519,1336,478.1128775,1031.796711,1336,1.9,0,0,0,69.09,1.336,0.12,1.34,0.089552,1.09,1.09,0.463378951,0.000438636
23101190,50019805,50019804,50137373,0.1962,76.16429767,-0.358935426,173,2251.173652,148.2415314,415,5.28,37.26,0,0,55.29,0.173,0.16,0.42,0.928571,0.2,0.37,15.18584995,0.006084253
23101196,50155372,50019805,50219332,0.1782,72.07723375,-0.523592701,242,1935.985744,72.07723375,242,6.57,22.73,0,0,70.2,0.242,0.23,0.24,0.958333,0.18,0.18,26.85987854,0.010755476
23101198,50019806,50019808,50137372,0.2394,2294.512817,0.475332481,768,215.495099,24760.95408,11428,1.15,0.06,0,30.16,8.99,0.768,0.01,11.43,0.008749,0.24,14.23,0.008703021,1.51E-05
23101202,50155373,50019410,50219331,1.0332,1547.498889,-0.124923817,2060,812.3808573,1547.498889,2060,1.39,0,0,0,67.16,2.06,0.15,2.06,0.072816,1.03,1.03,0.524963774,0.000788719
23101204,50019807,50019812,50137371,4.2291,5429.09053,0.546064461,1544,18.63751154,29812.83964,12856,1.3,0,0,0.85,19.03,1.544,0.01,12.86,0.005443,4.23,19.39,0.00062515,9.61E-07
23101206,50155374,50019812,50219330,4.6782,7795.086423,0.221111478,4686,1.124900947,7795.086423,4686,1.38,0,0,10.04,16.04,4.686,0.02,4.69,0.004264,4.68,4.68,0.000144309,2.40E-07
23101208,50019808,50019179,50106245,2.2464,4296.372803,0.529693537,1269,245.8899742,31540.06714,15349,0.9,0.05,0,33.31,10.44,1.269,0.02,15.35,0.010423,2.25,18.05,0.007796114,1.36E-05
23101210,50155375,50019414,50219329,0.7695,1056.904294,-0.191423719,1643,397.1780275,1056.904294,1643,0,8.89,0,0,74.04,1.643,0.13,1.64,0.079268,0.77,0.77,0.375793749,0.000515816
23101214,50155376,50019176,50219328,5.5503,14116.73746,0.2600883,7756,20.88419671,14116.73746,7756,0.58,0,0,33.79,6.24,7.756,0.01,7.76,0.001289,5.55,5.55,0.001479393,3.76E-06
23101218,50155377,50019411,50219327,1.1808,1820.562839,-0.09384612,2259,1053.057865,1820.562839,2259,0.84,0.46,0,0,81.71,2.259,0.15,2.26,0.066372,1.18,1.18,0.578424344,0.000892422
23101220,50155378,50019405,50219326,2.0565,2055.980898,0.033523934,1905,13475.79461,2055.980898,1905,2.8,88.49,0.09,0,8.62,1.905,0.11,1.91,0.057592,2.06,2.06,6.554435708,0.006541648
23101224,50019809,50019814,50137370,3.717,13215.84737,0.424842047,4969,460.191359,23791.87104,10032,0.17,0,0,4.44,24.23,4.969,0.04,10.03,0.011964,3.72,11.41,0.019342378,4.03E-05
23101228,50155379,50019806,50219325,9.6336,15773.49896,0.386068949,6483,185.4009288,15773.49896,6483,0.29,0.09,0,27.06,3.73,6.483,0.05,6.48,0.007716,9.63,9.63,0.011753951,1.93E-05
23101230,50019810,50019811,50089423,1.3824,7521.759368,0.521571899,2263,621.6142233,41559.02179,18045,0.84,0,0.01,7.89,23.39,2.263,0.02,18.05,0.013296,1.38,17.42,0.014957383,3.57E-05
23101232,50019811,50019803,50041556,3.5181,14243.62398,1.091794876,1153,8885.163917,468521.0577,147109,1.32,0.04,0,17.33,19.25,1.153,0.01,147.11,0.010944,3.52,211.02,0.018964279,4.21E-05
23101236,50155380,50019791,50219324,1.5804,2053.882182,-0.02711803,2186,356.6252189,2053.882182,2186,0.4,0,0,0,62.87,2.186,0.13,2.19,0.059361,1.58,1.58,0.173634701,0.000225712
23101238,50155381,50019403,50219323,1.6029,1425.548698,-0.024242603,1506,5180.566123,1425.548698,1506,0,75.46,0,0,24.54,1.506,0.15,1.51,0.099338,1.6,1.6,3.63408569,0.003237854
23101240,50155382,50019371,50219322,2.466,3431.905027,0.075017188,2890,783.4078102,3431.905027,2890,0.77,0.4,0.15,7.92,59.38,2.89,0.1,2.89,0.034602,2.47,2.47,0.228271996,0.000317169
23101246,50019812,50140737,50106244,2.9421,5861.080556,0.621836113,1400,27.66940286,43469.00661,18942,1.53,0,0,2.35,16.84,1.4,0.01,18.94,0.00528,2.94,27.01,0.000636532,1.02E-06
23101248,50155383,50019404,50219321,2.1492,1701.077785,0.043299164,1540,15345.73085,1701.077785,1540,0,80.61,0,0,19.39,1.54,0.15,1.54,0.097403,2.15,2.15,9.021181152,0.007137549
23101252,50155384,50019416,50219320,1.7721,2579.637058,-0.001160094,2585,3406.353016,2579.637058,2585,10.15,19.96,0,0,55.36,2.585,0.15,2.59,0.057915,1.77,1.77,1.320477625,0.001924493
23101254,50019813,50019819,50106243,10.3104,22797.91404,0.660305634,4984,491.5625156,59023.59077,22093,0.08,0,0,1.93,16.12,4.984,0.03,22.09,0.010865,10.31,31.96,0.008328238,1.54E-05
23101256,50155385,50019417,50219319,1.1556,1674.109485,-0.097753707,2101,2229.013352,1674.109485,2101,11.69,38.08,0,0,44.86,2.101,0.17,2.1,0.080952,1.16,1.16,1.331462113,0.001921563
23101258,50019814,50019815,50106242,0.8712,4600.459119,0.441640408,1664,472.4896346,28392.33016,11696,0.62,0,0,10.71,22.54,1.664,0.02,11.7,0.011966,0.87,12.28,0.016641453,3.85E-05
23101260,50019815,50019811,50043536,10.1574,19245.34523,1.067891545,1646,8202.000692,412718.4119,127911,1.13,0.04,0,17.15,19.06,1.646,0.01,127.91,0.010632,10.16,190.07,0.019873116,4.32E-05
23101262,50155386,50019822,50219318,1.4868,1847.899599,-0.040524712,2031,7.197203806,1847.899599,2031,0,0,0,0,0.06,2.031,0.09,2.03,0.044335,1.49,1.49,0.003894802,4.83E-06
23101264,50155387,50019822,50219317,2.8899,2992.358656,0.110916035,2318,21.73935902,2992.358656,2318,0,0,0,0,1.21,2.318,0.08,2.32,0.034483,2.89,2.89,0.007264958,7.52E-06
23101272,50019816,50019841,50137369,2.4723,5543.72877,0.315747916,2680,509.4970063,11799.64789,8159,0,0,0,0,48.77,2.68,0.04,8.16,0.02451,2.47,7.08,0.043179001,7.20E-05
23101274,50019817,50019841,50137368,1.5201,4894.061907,0.357266006,2150,581.0829296,14714.27138,9044,0,0,0,0,71.78,2.15,0.04,9.04,0.02323,1.52,8.49,0.039491111,6.84E-05
23101276,50019818,50019815,50045800,0.3798,5745.633191,1.039184457,525,7494.34542,365080.7365,114569,1.03,0.05,0,15.57,18.97,0.525,0.01,114.57,0.010561,0.38,167.64,0.020527913,4.47E-05
23101280,50155388,50019823,50219316,0.4383,242.5141336,-0.319333987,507,21.89016483,242.5141336,507,3.08,0,0,0,14.78,0.507,0.13,0.51,0.254902,0.44,0.44,0.09026346,4.98E-05
23101282,50155389,50019823,50219315,1.6425,459.273903,-0.018598028,479,288.6913125,459.273903,479,2.84,0,0,0,12.44,0.479,0.1,0.48,0.208333,1.64,1.64,0.628582009,0.000176031
23101284,50155390,50019791,50219314,2.5479,3400.829904,0.082303819,2815,432.332626,3400.829904,2815,0.88,0,0,0,50.51,2.815,0.1,2.82,0.035461,2.55,2.55,0.127125625,0.000169542
23101286,50155391,50019806,50219313,4.3569,6692.942297,0.204920449,4177,18.99851836,6692.942297,4177,3.13,0,0,36.54,18.72,4.177,0.04,4.18,0.009569,4.36,4.36,0.00283859,4.36E-06
23101288,50155392,50019335,50219312,3.06,3707.762879,0.123982454,2787,28.54713666,3707.762879,2787,5.17,0,0,21.88,17.56,2.787,0.09,2.79,0.032258,3.06,3.06,0.007699289,9.33E-06
23101290,50019819,50019820,50089422,1.1736,4153.733009,0.668593988,891,499.6341052,63177.32377,22984,0.16,0,0,4.81,16.04,0.891,0.02,22.98,0.011314,1.17,33.14,0.00790844,1.51E-05
23101292,50019820,50019818,50048371,2.2644,12821.21426,1.036053925,1180,7038.71468,356400.3909,111156,1.02,0.05,0,15.07,18.78,1.18,0.01,111.16,0.009806,2.26,165.36,0.019749458,4.26E-05
23101294,50155393,50019418,50219311,0.8604,1326.233193,-0.166156091,1944,1723.505098,1326.233193,1944,4.29,21.65,0,0,56.07,1.944,0.2,1.94,0.103093,0.86,0.86,1.299549059,0.002004076
23101296,50155394,50019402,50219310,4.2633,6252.518578,0.199616209,3947,14757.98671,6252.518578,3947,0.15,70.61,0,0,28.84,3.947,0.14,3.95,0.035443,4.26,4.26,2.360326727,0.003464316
23101298,50019821,50019818,50137367,0.0738,293.0300024,0.015041449,283,357.9203385,2934.712445,2888,0.61,0,0,45.03,37.59,0.283,0.05,2.89,0.038062,0.07,1.9,0.121960957,0.000188379
23101302,50155395,50019178,50219309,1.3617,2048.421839,-0.061393176,2358,1.376133672,2048.421839,2358,0,0,0,0,18.57,2.358,0.04,2.36,0.016949,1.36,1.36,0.000671802,1.01E-06
23101304,50155396,50019419,50219308,1.8099,1993.930733,0.003948388,1976,3612.144322,1993.930733,1976,2.24,42.02,0,0,40.73,1.976,0.2,1.98,0.10101,1.81,1.81,1.811569611,0.00199566
23101306,50155397,50019808,50219307,1.5696,2482.740261,-0.028569421,2652,13.68741452,2482.740261,2652,0,0,0,72.31,13.65,2.652,0.04,2.65,0.015094,1.57,1.57,0.005513027,8.72E-06
23101308,50155398,50019406,50219306,3.6909,4788.280141,0.166779196,3261,19426.25545,4788.280141,3261,4.31,64.61,0.41,0,30.5,3.261,0.08,3.26,0.02454,3.69,3.69,4.057042378,0.005264568
23101310,50155399,50019827,50219305,1.3455,2152.960269,-0.063080202,2494,3.542475141,2152.960269,2494,0,0,0,6.62,0.33,2.494,0.08,2.49,0.032129,1.35,1.35,0.001645397,2.62E-06
23101312,50019822,50019827,50137366,0.8685,1618.329104,0.247384834,916,33.59224272,6458.587359,5265,0,0,0,0.65,0.69,0.916,0.04,5.27,0.039848,0.87,5.25,0.005201175,6.40E-06
23101314,50155400,50019834,50219304,1.4796,2041.931727,-0.042064061,2250,11.26074288,2041.931727,2250,0,0,0,0.12,0,2.25,0.1,2.25,0.044444,1.48,1.48,0.00551475,7.61E-06
23101316,50155401,50019834,50219303,2.304,3413.29536,0.058716073,2979,3.410010353,3413.29536,2979,0,0,0,2.27,0.23,2.979,0.05,2.98,0.016779,2.3,2.3,0.000999038,1.48E-06
23101318,50019823,50019855,50137365,0.4077,677.7384626,0.076860735,568,674.2335191,1379.526499,1554,2.43,0,0,0,15.08,0.568,0.08,1.55,0.2,0.41,2.49,0.488742709,0.000270777
23101320,50155402,50019855,50219302,1.8531,2013.734564,0.008945205,1971,632.835323,2013.734564,1971,4.57,0,0,0,18.89,1.971,0.08,1.97,0.040609,1.85,1.85,0.314259552,0.000342073
23101328,50155403,50019886,50219301,4.5423,7401.532493,0.214168559,4519,2963.311418,7401.532493,4519,2.5,0,0,0,17.97,4.519,0.09,4.52,0.019912,4.54,4.54,0.400364576,0.000652712
23101330,50155404,50019886,50219300,4.1652,7518.988949,0.194734834,4805,3234.743405,7518.988949,4805,3.93,0.13,0,0,13.92,4.805,0.09,4.81,0.018711,4.17,4.17,0.43020989,0.000775718
23101336,50155405,50019824,50219299,3.1221,5515.229437,0.128421436,4102,21.6383907,5515.229437,4102,0.34,0,0,0,0.63,4.102,0.07,4.1,0.017073,3.12,3.12,0.003923389,6.94E-06
23101338,50155406,50019825,50219298,1.9746,3540.038453,0.023311973,3351,3.142540383,3540.038453,3351,0.73,0,0,0,1.6,3.351,0.07,3.35,0.020896,1.97,1.97,0.000887714,1.60E-06
23101340,50019824,50019825,50043535,0.1431,2992.469577,0.988883552,307,6657.774314,266606.1797,107132,0.4,0.01,0,14.24,17.66,0.307,0,107.13,0.016429,0.14,134.53,0.024972318,4.95E-05
23101342,50155407,50019425,50219297,1.5912,1460.60813,-0.025675796,1549,5594.93204,1460.60813,1549,9.9,40.38,0,0,49.6,1.549,0.15,1.55,0.096774,1.59,1.59,3.830549704,0.003518825
23101344,50155408,50019420,50219296,1.0134,1098.297798,-0.129406027,1477,2028.604013,1098.297798,1477,6.13,53.55,0,0,32.77,1.477,0.17,1.48,0.114865,1.01,1.01,1.847043685,0.002008519
23101346,50155409,50019829,50219295,3.3795,5094.054637,0.146719259,3634,18.10824035,5094.054637,3634,0.43,0,0,0,1.09,3.634,0.06,3.63,0.016529,3.38,3.38,0.003554779,5.36E-06
23101348,50155410,50019832,50219294,1.4706,1761.285849,-0.043613845,1947,2781.256267,1761.285849,1947,12,47.49,0,0,25.46,1.947,0.1,1.95,0.051282,1.47,1.47,1.579105554,0.001892011
23101352,50019825,50019829,50041555,2.169,13073.74619,0.995829085,1320,6865.134972,283219.9643,111803,0.41,0.01,0,13.81,17.16,1.32,0.02,111.8,0.016547,2.17,138.68,0.024239587,4.95E-05
23101354,50155411,50019177,50219293,15.0372,30793.92773,0.487988329,10012,72.27683014,30793.92773,10012,0.74,0.03,0,21.09,2.76,10.012,0.02,10.01,0.001998,15.04,15.04,0.002347113,4.81E-06
23101356,50155412,50019426,50219292,2.6514,2131.832242,0.091097173,1728,18991.93981,2131.832242,1728,1.96,81.33,0.64,0,13.68,1.728,0.14,1.73,0.080925,2.65,2.65,8.908740301,0.00716677
23101358,50155413,50019890,50219291,4.3524,7715.839104,0.204395529,4818,3800.102573,7715.839104,4818,8.48,6.08,0,0,22.58,4.818,0.09,4.82,0.018672,4.35,4.35,0.492506715,0.000873587
23101360,50155414,50019821,50219290,1.827,2641.682442,0.006460448,2605,240.8112626,2641.682442,2605,0,0,0,44.34,38.23,2.605,0.06,2.61,0.022989,1.83,1.83,0.091158293,0.000131591
23101362,50019826,50019890,50106241,0.4851,2104.081226,0.259263015,1158,6565.521634,7010.070561,4084,6.5,14.33,0,0,39.48,1.158,0.05,4.08,0.039216,0.49,5.53,0.936584244,0.001187255
23101364,50019827,50232909,50106240,0.8262,2262.228449,0.326470651,1067,44.48617276,10873.77608,8826,0,0,0,7.4,0.74,1.067,0.03,8.83,0.03624,0.83,7.42,0.004091143,6.00E-06
23101366,50155415,50019422,50219289,1.9539,2204.092714,0.020979339,2098,4514.143073,2204.092714,2098,7.46,50.21,0.46,0,39.98,2.098,0.13,2.1,0.061905,1.95,1.95,2.048073134,0.002314945
23101368,50019828,50019826,50137364,2.9349,4631.251747,0.238505918,2675,3898.616321,4905.989334,2926,6.46,14.72,0,0,40.98,2.675,0.06,2.93,0.037543,2.93,5.05,0.794664655,0.000772003
23101370,50155416,50019836,50219288,1.7415,2557.081567,-0.005067792,2586,5.734134799,2557.081567,2586,1.45,0,0,0,1.81,2.586,0.1,2.59,0.03861,1.74,1.74,0.002242453,3.30E-06
23101372,50019829,50019836,50039788,1.8585,10998.40318,1.004307792,1089,7142.247026,299312.4221,116526,0.42,0.01,0,13.32,16.74,1.089,0.02,116.53,0.016562,1.86,143.92,0.02386218,4.96E-05
23101374,50155417,50019828,50219287,2.1123,274.7375873,0.039006135,251,58.44502545,274.7375873,251,7.29,17.26,0,0,57.73,0.251,0.05,0.25,0.2,2.11,2.11,0.212730359,2.77E-05
23101376,50155418,50019832,50219286,2.2878,3131.238142,0.057720002,2743,4574.863132,3131.238142,2743,7.28,62.67,0,0,22.31,2.743,0.1,2.74,0.036496,2.29,2.29,1.461039667,0.001997757
23101378,50155419,50019872,50219285,1.8405,2248.804014,0.007706203,2209,299.7363151,2248.804014,2209,0.59,0,0,0,3.67,2.209,0.11,2.21,0.049774,1.84,1.84,0.133286989,0.0001629
23101380,50155420,50019872,50219284,1.6407,2538.443766,-0.018598028,2649,287.4431384,2538.443766,2649,1.87,0,0,0,6.91,2.649,0.11,2.65,0.041509,1.64,1.64,0.113235969,0.00017527
23101382,50155421,50019831,50219283,9.3825,15171.81372,0.380055836,6323,173.9336214,15171.81372,6323,0.19,0,0,0,4.72,6.323,0.05,6.32,0.007911,9.38,9.38,0.01146426,1.85E-05
23101384,50019830,50019824,50045799,4.4361,15289.6816,0.983275589,1589,6630.877659,258098.4807,102723,0.4,0.01,0,14.6,18.08,1.589,0.01,102.72,0.016452,4.44,131.27,0.02569127,5.05E-05
23101386,50019831,50019830,50048370,0.0234,1459.915106,0.97120741,156,6505.824127,240543.2773,99162,0.39,0.01,0,15.39,18.72,0.156,0,99.16,0.016438,0.02,124.52,0.027046377,5.22E-05
23101388,50019832,50019838,50137363,0.2952,794.4462934,0.188059842,515,13387.05033,5686.970284,5205,8.46,56.99,0,0,23.78,0.515,0.07,5.21,0.051823,0.3,4.05,2.353986335,0.003305445
23101390,50155422,50019833,50219282,7.1442,10381.42216,0.31767708,4994,33.89058128,10381.42216,4994,0.24,0,0,23.05,5.4,4.994,0.05,4.99,0.01002,7.14,7.14,0.003264541,4.75E-06
23101392,50019833,50019831,50051325,2.1906,6150.887655,0.953243847,685,3146.588717,223911.5485,92683,0.4,0.01,0,16.65,19.86,0.685,0.01,92.68,0.017048,2.19,115.11,0.01405282,2.73E-05
23101394,50019834,50232910,50137362,2.2635,3718.746754,0.279807746,1953,25.14424219,9173.973841,7182,0.38,0,0,27.45,0.09,1.953,0.04,7.18,0.026462,2.26,6.05,0.002740823,4.16E-06
