COMID,FromNode,ToNode,Hydrosq,AreSqKM,pred_stream_area_m2_fill,pred_logw_m,stream_length_m,cum_totco2g_day,cum_stream_area_m2,cum_stream_length_m,TOT_urban16,TOT_forest16,TOT_wetland16,TOT_agrc16,TOT_shrub16,CAT_STREAM_LENGTH,CAT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STREAM_SLOPE,CAT_BASIN_AREA,TOT_BASIN_AREA,cum_totco2g_day_Tsurface_m2,cum_totco2g_day_Tdrain_m2
23099684,50019265,50019264,50005410,2.4993,243713.7158,2.033156048,2258,1964026511,52934258.12,9540251,4.81,34,1.49,12.36,23.83,2.258,0,9540.25,0.0355,2.5,12961.69,37.10312718,0.151525496
23099686,50019266,50019265,50005424,33.6447,479985.3507,2.031990438,4459,1962978251,52568548.23,9502176,4.81,34.18,1.48,12.28,23.91,4.459,0,9502.18,0.035589,33.64,12895.77,37.34130612,0.15221877
23099688,50019267,50019266,50005437,3.6252,287014.9781,2.031393311,2670,1961327078,52088562.88,9497717,4.81,34.27,1.45,12.11,23.96,2.67,0,9497.72,0.035605,3.63,12862.13,37.65369918,0.152488513
23099690,50019268,50019267,50005450,11.0691,419106.4981,2.031259791,3900,1961308003,51800549.29,9494367,4.81,34.29,1.44,12.08,23.97,3.9,0,9494.37,0.035618,11.07,12854.62,37.86268736,0.152576117
23099692,50019269,50019268,50005465,0.2511,59957.79183,2.029657533,560,1959453734,51300831.48,9471656,4.83,34.53,1.43,11.89,23.9,0.56,0,9471.66,0.035703,0.25,12764.84,38.19536015,0.153503979
23099694,50019270,50019269,50005480,7.4511,505617.7316,2.002081641,5032,1947867842,46196306.17,8327302,5.16,36.85,1.48,13.32,24.39,5.032,0,8327.3,0.03846,7.45,11314.32,42.16501282,0.172159515
23099696,50019271,50019270,50005496,0.6354,21997.59379,2.001931063,219,1947820218,45690688.44,8322270,5.16,36.87,1.46,13.3,24.4,0.219,0,8322.27,0.038483,0.64,11306.87,42.63057276,0.172268737
23099698,50019272,50019271,50005512,15.9444,474189.8092,2.001918123,4721,1947627686,45668690.85,8322051,5.16,36.87,1.46,13.3,24.4,4.721,0,8322.05,0.038485,15.94,11306.23,42.64689112,0.17226146
23099700,50019273,50019272,50005528,0.09,30511.89508,2.001595595,304,1947594400,45194501.04,8317330,5.16,36.93,1.42,13.23,24.44,0.304,0,8317.33,0.038506,0.09,11290.29,43.09361438,0.172501716
23099702,50019274,50019273,50005544,2.9871,136901.4811,2.001593772,1364,1947343902,45163989.14,8317026,5.16,36.93,1.42,13.23,24.44,1.364,0,8317.03,0.038508,2.99,11290.2,43.11718116,0.172480904
23099704,50019275,50019274,50005562,0.2142,26995.13878,2.001533222,269,1947325691,45027087.66,8315662,5.16,36.94,1.42,13.21,24.44,0.269,0,8315.66,0.038514,0.21,11287.21,43.24787128,0.172524981
23099706,50019276,50019275,50005578,0,3612.696238,2.001528968,36,1947153374,45000092.52,8315393,5.17,36.94,1.42,13.21,24.44,0.036,0,8315.39,0.038515,0,11287,43.26998601,0.172512924
23099708,50019277,50019276,50005592,0.9891,17762.42317,2.001528968,177,1946632951,44996479.83,8315357,5.17,36.94,1.42,13.21,24.44,0.177,0,8315.36,0.038515,0.99,11287,43.26189424,0.172466816
23099710,50019278,50019277,50005608,0.3186,62316.13537,2.001508916,621,1946525176,44978717.4,8315180,5.17,36.94,1.41,13.21,24.44,0.621,0,8315.18,0.038516,0.32,11286.01,43.27658254,0.172472395
23099712,50019279,50019278,50005625,4.9374,77266.84575,2.001502434,770,1946154298,44916401.27,8314559,5.17,36.94,1.41,13.21,24.44,0.77,0,8314.56,0.038519,4.94,11285.69,43.32836655,0.172444423
23099714,50019280,50019279,50005641,3.5406,140954.4355,2.001402345,1405,1945771451,44839134.42,8313789,5.17,36.96,1.41,13.17,24.45,1.405,0,8313.79,0.038523,3.54,11280.75,43.39449179,0.172486001
23099716,50019281,50019280,50005659,0.1323,20863.82805,2.001330595,208,1945515985,44698179.99,8312384,5.17,36.97,1.4,13.17,24.46,0.208,0,8312.38,0.038529,0.13,11277.21,43.52561974,0.172517492
23099718,50019282,50019281,50005679,3.4029,329205.0999,2.00132796,3282,1945394495,44677316.16,8312176,5.17,36.97,1.4,13.17,24.46,3.282,0,8312.18,0.03853,3.4,11277.08,43.54322646,0.172508707
23099720,50019283,50019282,50005698,3.852,105806.2796,2.001259025,1055,1945363267,44348111.06,8308894,5.17,36.98,1.38,13.16,24.46,1.055,0,8308.89,0.038545,3.85,11273.68,43.86575259,0.172557964
23099722,50019284,50019283,50005717,0.0207,3023.205358,1.975317686,32,1925875757,38517712.9,7329079,5.34,38.82,1.15,12.45,25,0.032,0,7329.08,0.040754,0.02,10064.31,49.99974329,0.191356959
23099724,50019285,50019284,50005733,1.3716,131509.2907,1.975317232,1392,1925723353,38514689.69,7329047,5.34,38.82,1.15,12.45,25,1.392,0,7329.05,0.040754,1.37,10064.29,49.99971098,0.191342196
23099726,50019286,50019285,50005750,0.3249,22105.57927,1.975286111,234,1924549503,38383180.4,7327655,5.34,38.82,1.15,12.44,25,0.234,0,7327.66,0.040762,0.32,10062.92,50.14043867,0.191251595
23099728,50019287,50019286,50005766,1.1709,119689.286,1.975278614,1267,1924336453,38361074.82,7327421,5.34,38.82,1.15,12.44,25,1.267,0,7327.42,0.040763,1.17,10062.59,50.16377831,0.191236695
23099730,50019288,50019287,50005785,0.1827,37316.44102,1.969840126,400,1923761140,37735110.57,7231141,5.23,39.75,1.14,10.74,25.48,0.4,0,7231.14,0.041305,0.18,9826.03,50.98066789,0.195782136
23099732,50019289,50019288,50005804,0.243,58022.53194,1.966329055,627,1923601198,37436242.45,7150851,5.21,40.37,1.15,9.93,25.85,0.627,0,7150.85,0.041594,0.24,9676.27,51.38339406,0.198795734
23099734,50019290,50019289,50005822,0.576,86596.7007,1.966225552,936,1923010123,37371202.93,7145727,5.21,40.39,1.15,9.89,25.86,0.936,0,7145.73,0.041623,0.58,9671.89,51.45700357,0.198824648
23099736,50019291,50019290,50005839,0.8586,151379.2963,1.966017694,1637,1922896025,37272448.67,7139029,5.19,40.42,1.14,9.83,25.88,1.637,0,7139.03,0.041661,0.86,9663.1,51.59027899,0.1989937
23099738,50019292,50019291,50005856,0.0117,7024.424104,1.965797097,76,1922874232,37115425.18,7134650,5.19,40.46,1.13,9.77,25.91,0.076,0,7134.65,0.041687,0.01,9653.78,51.80795377,0.199183556
23099742,50019293,50140812,50005904,14.4594,149440.6058,1.964685671,1621,1920215178,36654630.96,7095011,5.2,40.66,1.12,9.65,26.03,1.621,0,7095.01,0.041811,14.46,9606.96,52.38670061,0.199877503
23099744,50019294,50019293,50005922,0.1413,27543.07704,1.964341321,299,1919967988,36505190.35,7093390,5.2,40.72,1.12,9.56,26.07,0.299,0,7093.39,0.041821,0.14,9592.5,52.5943837,0.200153035
23099746,50019295,50019294,50005939,0.1458,26621.69748,1.964337985,289,1919548803,36477647.27,7093091,5.2,40.72,1.12,9.56,26.07,0.289,0,7093.09,0.041822,0.15,9592.36,52.62260443,0.200112256
23099748,50019296,50019295,50005956,7.9155,97458.58331,1.96433441,1058,1919252709,36451025.58,7092802,5.19,40.72,1.12,9.56,26.07,1.058,0,7092.8,0.041824,7.92,9592.21,52.65291384,0.200084517
23099750,50019297,50019296,50005972,1.107,111743.5011,1.964003612,1214,1918500728,36341787.79,7083616,5.19,40.78,1.09,9.49,26.1,1.214,0,7083.62,0.041871,1.11,9578.34,52.79048843,0.200295743
23099752,50019298,50019297,50005988,0.6003,45835.79721,1.963975447,498,1918495470,36229995.68,7082139,5.18,40.78,1.08,9.48,26.11,0.498,0,7082.14,0.04188,0.6,9577.16,52.95323486,0.200319872
23099754,50019299,50019298,50006004,0.0666,12942.87647,1.962811686,141,1918447249,36113086.36,7055053,5.14,40.99,1.08,9.29,26.22,0.141,0,7055.05,0.041974,0.07,9528.53,53.12332571,0.201337168
23099756,50019300,50019299,50006021,0.2898,81512.28383,1.962810007,888,1918446603,36100143.49,7054912,5.14,40.99,1.08,9.29,26.22,0.888,0,7054.91,0.041975,0.29,9528.46,53.14235396,0.20133858
23099758,50019301,50019300,50006038,0.0999,25059.1185,1.962803049,273,1918350492,36018631.2,7054024,5.14,40.99,1.08,9.29,26.22,0.273,0,7054.02,0.04198,0.1,9528.17,53.25994986,0.201334621
23099760,50019302,50019301,50006055,0.6507,98950.84486,1.96280065,1078,1917994447,35993572.09,7053751,5.14,40.99,1.08,9.29,26.22,1.078,0,7053.75,0.041982,0.65,9528.07,53.28713812,0.201299366
23099762,50019303,50019302,50006071,0.3546,7251.239077,1.962785054,79,1917268010,35894621.24,7052673,5.14,41,1.08,9.29,26.22,0.079,0,7052.67,0.041988,0.35,9527.42,53.41379694,0.201236852
23099764,50019304,50019303,50006088,0.1143,28637.2439,1.962776655,312,1917063470,35887370,7052594,5.14,41,1.07,9.29,26.23,0.312,0,7052.59,0.041989,0.11,9527.07,53.41888999,0.201222776
23099766,50019305,50019304,50006106,0.144,23405.29191,1.962773776,255,1916442390,35858732.76,7052282,5.14,41,1.07,9.29,26.23,0.255,0,7052.28,0.041991,0.14,9526.95,53.4442308,0.201160118
23099768,50019306,50019305,50006126,0.729,65442.5112,1.962770417,713,1916395478,35835327.47,7052027,5.14,41,1.07,9.29,26.23,0.713,0,7052.03,0.041992,0.73,9526.81,53.47782798,0.20115815
23099770,50019307,50019306,50006147,1.4508,134977.4854,1.961469243,1475,1915225904,35691400.32,7026808,5.11,41.23,1.07,9.03,26.34,1.475,0,7026.81,0.042109,1.45,9472.74,53.66071062,0.202182885
23099772,50019308,50019307,50006169,0.0054,2470.567202,1.961432799,27,1915167469,35556370.73,7025016,5.11,41.24,1.06,9.03,26.34,0.027,0,7025.02,0.042119,0.01,9471.23,53.86285015,0.202208949
23099774,50019309,50019308,50006193,0.252,24888.66953,1.961432799,272,1915032825,35553900.16,7024989,5.11,41.24,1.06,9.03,26.34,0.272,0,7024.99,0.04212,0.25,9471.23,53.86280595,0.202194733
23099776,50019310,50019309,50006218,0.603,47306.11003,1.961426764,517,1914793561,35529011.49,7024717,5.11,41.24,1.06,9.03,26.34,0.517,0,7024.72,0.042121,0.6,9470.98,53.89380341,0.202174808
23099778,50019311,50019310,50006245,2.4777,100647.9246,1.96141204,1100,1913771040,35481705.38,7024200,5.11,41.24,1.06,9.02,26.34,1.1,0,7024.2,0.042124,2.48,9470.37,53.93683927,0.20207986
23099780,50019312,50019311,50006271,0.1656,82240.79158,1.961327537,899,1913335983,35380340.78,7022073,5.11,41.27,1.04,9.01,26.35,0.899,0,7022.07,0.042137,0.17,9466.87,54.07907163,0.202108615
23099782,50019313,50019312,50006298,0.009,7867.233538,1.961322707,86,1913126954,35298099.99,7021174,5.11,41.27,1.04,9.01,26.35,0.086,0,7020.79,0.042145,0.01,9466.67,54.19914824,0.202090804
23099784,50019314,50019313,50006323,0.4806,3476.134749,1.961313048,38,1912711248,35289778.9,7020071,5.11,41.27,1.04,9.01,26.35,0.038,0,7020.07,0.042149,0.48,9466.27,54.20014824,0.202055429
23099786,50019315,50019314,50006348,0.153,32930.92279,1.961301455,360,1912677668,35286302.76,7020033,5.11,41.27,1.04,9,26.36,0.36,0,7020.03,0.042149,0.15,9465.79,54.204536,0.202062128
23099788,50019316,50019315,50006373,0.0486,15184.6852,1.961297591,166,1912512603,35253371.84,7019673,5.11,41.27,1.04,9,26.36,0.166,0,7019.67,0.042152,0.05,9465.63,54.25048735,0.202048105
23099790,50019317,50019316,50006398,1.5867,59732.36528,1.961296625,653,1912284199,35238187.16,7019507,5.11,41.27,1.04,9,26.36,0.653,0,7019.51,0.042153,1.59,9465.59,54.26738302,0.202024829
23099792,50019318,50019317,50006421,0.1935,38049.72631,1.961258221,416,1911471052,35178454.79,7018854,5.11,41.28,1.04,9,26.36,0.416,0,7018.85,0.042156,0.19,9464,54.3364131,0.20197285
23099794,50019319,50019318,50006445,0.1962,43262.80492,1.961253632,473,1911151353,35140405.06,7018438,5.11,41.28,1.04,9,26.36,0.473,0,7018.44,0.042159,0.2,9463.81,54.38615035,0.201943124
23099796,50019320,50019319,50006468,0.5616,72256.3275,1.9612488,790,1910734882,35097142.26,7017965,5.11,41.28,1.04,9,26.36,0.79,0,7017.97,0.042162,0.56,9463.61,54.44132368,0.201903384
23099798,50019321,50019320,50006493,3.1104,218774.3497,1.961235272,2392,1910658750,35024885.93,7017175,5.11,41.28,1.03,8.99,26.36,2.392,0,7017.18,0.042167,3.11,9463.05,54.55146245,0.201907287
23099800,50019322,50019321,50006516,0.2934,41973.26552,1.961160129,459,1908851271,34806111.58,7014783,5.11,41.3,1.01,8.99,26.37,0.459,0,7014.78,0.042181,0.29,9459.94,54.84241659,0.201782598
23099802,50019323,50019322,50006539,3.6054,113115.6466,1.961152879,1237,1908838646,34764138.32,7014324,5.11,41.3,1.01,8.99,26.37,1.237,0,7014.32,0.042184,3.61,9459.64,54.90826864,0.201787663
23099804,50019324,50019323,50006562,4.0725,90872.39704,1.961045554,994,1907736009,34649602.59,7010975,5.11,41.32,1,8.98,26.38,0.994,0,7010.98,0.042204,4.07,9455.2,55.05794775,0.201765802
23099806,50019325,50019324,50006585,9.5895,47802.30103,1.960947128,523,1906566370,34558730.19,7009981,5.11,41.34,1,8.95,26.39,0.523,0,7009.98,0.04221,9.59,9451.13,55.168878,0.201728933
23099808,50019326,50019325,50006610,3.2589,68604.87511,1.960715043,751,1906321941,34510927.89,7009458,5.1,41.38,0.99,8.91,26.41,0.751,0,7009.46,0.042213,3.26,9441.54,55.23821171,0.201907945
23099810,50019327,50019326,50006635,8.577,114990.4702,1.960636096,1259,1905674966,34442323.01,7008707,5.1,41.39,0.99,8.89,26.41,1.259,0,7008.71,0.042217,8.58,9438.28,55.32945515,0.201909137
23099812,50019328,50019327,50006662,0.1215,19079.83282,1.960428182,209,1904105551,34327332.54,7007448,5.09,41.43,0.98,8.87,26.43,0.209,0,7007.45,0.042225,0.12,9429.7,55.46907987,0.201926419
23099814,50019329,50019328,50006686,2.034,26017.77738,1.960425273,285,1904103271,34308252.71,7007239,5.09,41.43,0.98,8.87,26.43,0.285,0,7007.24,0.042226,2.03,9429.58,55.49986142,0.201928747
23099816,50019330,50019329,50006711,0.0621,11775.13044,1.960376053,129,1903731982,34282234.93,7006954,5.1,41.44,0.97,8.87,26.43,0.129,0,7006.95,0.042228,0.06,9427.55,55.53115149,0.201932844
23099818,50019331,50019330,50006737,0.2115,38154.94152,1.960374598,418,1903576699,34270459.8,7006825,5.1,41.44,0.97,8.87,26.43,0.418,0,7006.83,0.042229,0.21,9427.49,55.54570059,0.201917658
23099820,50019332,50019331,50006761,5.5359,275205.2397,1.960369505,3015,1902731643,34232304.86,7006407,5.1,41.44,0.97,8.87,26.43,3.015,0,7006.41,0.042231,5.54,9427.28,55.58292527,0.201832516
23099822,50019333,50019332,50006785,0.1863,32667.66742,1.960235123,358,1901159514,33957099.62,7003392,5.1,41.47,0.95,8.85,26.44,0.358,0,7003.39,0.04225,0.19,9421.74,55.98709947,0.201784332
23099824,50019334,50019333,50006812,1.5138,119810.617,1.960230513,1313,1900272607,33924431.95,7003034,5.1,41.47,0.95,8.85,26.44,1.313,0,7003.03,0.042252,1.51,9421.55,56.01486885,0.201694265
23099826,50019335,50019334,50006839,6.0012,132391.8517,1.960193871,1451,1896519287,33804621.34,7001721,5.1,41.47,0.95,8.84,26.44,1.451,0,7001.72,0.04226,6,9420.04,56.10236742,0.201328156
23099828,50019336,50019335,50006866,1.7568,61921.80583,1.959973895,679,1896196879,33668521.72,6997483,5.1,41.51,0.95,8.82,26.45,0.679,0,6997.48,0.042272,1.76,9410.98,56.31957632,0.201487717
23099830,50019337,50019336,50006894,0.1701,46867.73241,1.959910728,514,1896103009,33605836.64,6995445,5.09,41.52,0.95,8.83,26.46,0.514,0.01,6995.45,0.042283,0.17,9408.38,56.42183616,0.201533421
23099832,50019338,50019337,50006918,0.054,18327.47969,1.959906597,201,1894331598,33558968.91,6994931,5.09,41.52,0.95,8.83,26.46,0.201,0,6994.93,0.042285,0.05,9408.21,56.44784867,0.201348779
23099834,50019339,50019338,50006941,0.1125,28357.35802,1.959905382,311,1893848861,33540641.43,6994730,5.09,41.53,0.95,8.83,26.46,0.311,0,6994.73,0.042286,0.11,9408.16,56.46430063,0.201298539
23099836,50019340,50019339,50006964,0.0963,35833.99214,1.959902709,393,1893200223,33512284.07,6994419,5.09,41.53,0.95,8.83,26.46,0.393,0,6994.42,0.042288,0.1,9408.05,56.49272425,0.201231947
23099838,50019341,50019340,50006987,0.1422,54981.63062,1.959900279,603,1893002802,33476450.08,6994026,5.09,41.53,0.95,8.83,26.46,0.603,0,6994.03,0.04229,0.14,9407.95,56.54729812,0.201213102
23099840,50019342,50019341,50007010,0.0099,9300.301333,1.959896877,102,1892929849,33421468.45,6993423,5.09,41.53,0.95,8.83,26.46,0.102,0,6993.42,0.042294,0.01,9407.81,56.63814121,0.201208342
23099842,50019343,50019342,50007034,0.6417,38933.59284,1.959896634,427,1892362920,33412168.14,6993321,5.09,41.53,0.95,8.83,26.46,0.427,0,6993.32,0.042295,0.64,9407.8,56.63693874,0.201148294
23099844,50019344,50019343,50007059,0.3294,62981.93856,1.949182797,708,1869128498,31714363.22,6653895,5.03,42.04,0.93,8.55,25.97,0.708,0,6653.9,0.042324,0.33,8977.07,58.93634012,0.208211421
23099846,50019345,50019344,50007086,0.0225,17108.61771,1.938748723,197,1868959073,30741863.13,6391656,4.95,44,0.96,7.77,26.35,0.197,0,6391.66,0.043577,0.02,8576.55,60.7952441,0.217915021
23099848,50019346,50019345,50007113,0.0279,9205.265699,1.938730596,106,1868709844,30723916.09,6389951,4.95,44,0.95,7.77,26.36,0.106,0,6389.95,0.043589,0.03,8575.87,60.8226451,0.217903238
23099850,50019347,50019346,50007140,0.0162,11810.50935,1.938729797,136,1868402689,30714710.82,6389845,4.95,44,0.95,7.77,26.36,0.136,0,6389.85,0.043589,0.02,8575.84,60.83087351,0.217868184
23099852,50019348,50019347,50007165,0.0243,15277.30242,1.933626791,178,1867767268,30232594.71,6257221,4.42,44.99,0.97,7.35,26.37,0.178,0,6257.22,0.044175,0.02,8386.53,61.77991953,0.222710378
23099854,50019349,50019348,50007192,0.2295,78017.11641,1.933625973,909,1867708167,30217317.41,6257043,4.42,44.99,0.97,7.35,26.37,0.909,0,6257.04,0.044176,0.23,8386.5,61.8091984,0.222704128
23099856,50019350,50019349,50007218,0.8451,61279.88856,1.933619703,714,1865371563,30139300.29,6256134,4.42,45,0.97,7.35,26.38,0.714,0,6256.13,0.044182,0.85,8386.27,61.89166786,0.222431613
23099858,50019351,50019350,50007244,1.0386,82388.75681,1.933596804,960,1864135236,30078020.4,6255420,4.4,45,0.96,7.35,26.38,0.96,0,6255.42,0.044187,1.04,8385.43,61.97665973,0.222306457
23099860,50019352,50019351,50007271,0.6912,88304.69093,1.933568449,1029,1863852281,29995631.64,6254460,4.4,45.01,0.96,7.35,26.38,1.029,0,6254.46,0.044194,0.69,8384.39,62.13745733,0.222300284
23099862,50019353,50019352,50007297,3.9879,216179.5875,1.933414072,2520,1860781106,29906410.41,6252895,4.35,45.04,0.96,7.36,26.4,2.52,0,6252.9,0.044203,3.99,8378.73,62.22014213,0.222083908
23099864,50019354,50019353,50007325,0.4698,53688.29886,1.933305182,626,1854130702,29690230.82,6250375,4.32,45.06,0.95,7.36,26.41,0.626,0,6250.38,0.044221,0.47,8374.74,62.44918449,0.221395614
23099866,50019355,50019354,50007353,0.1926,20754.2886,1.933292625,242,1851920981,29636542.52,6249749,4.32,45.06,0.95,7.36,26.41,0.242,0.01,6249.75,0.044226,0.19,8374.28,62.4877541,0.221143905
23099868,50019356,50019355,50007380,3.888,98367.27614,1.933287165,1147,1850813103,29615788.23,6249507,4.32,45.06,0.94,7.36,26.41,1.147,0,6249.51,0.044226,3.89,8374.08,62.4941362,0.221016888
23099870,50019357,50019356,50007411,0.4041,69706.23217,1.933180945,813,1847094472,29517420.95,6248360,4.28,45.08,0.94,7.36,26.42,0.813,0.01,6248.36,0.044234,0.4,8370.19,62.57641801,0.220675334
23099872,50019358,50019357,50007439,3.5604,212285.6638,1.93317002,2476,1843317282,29447714.72,6247547,4.28,45.08,0.94,7.36,26.43,2.476,0,6247.55,0.044238,3.56,8369.79,62.59627613,0.220234592
23099874,50019359,50019358,50007465,0.3897,8743.250674,1.933072764,102,1837384684,29235429.06,6245071,4.25,45.1,0.94,7.37,26.43,0.102,0,6245.07,0.044256,0.39,8366.23,62.84787817,0.219619193
23099876,50019360,50019359,50007494,0.7461,69687.14222,1.933062107,813,1837146780,29226685.81,6244969,4.25,45.11,0.94,7.37,26.43,0.813,0,6244.97,0.044256,0.75,8365.84,62.85853934,0.219600994
23099878,50019361,50019360,50007522,3.5892,74398.03164,1.933041611,868,1837132191,29156998.67,6244156,4.25,45.11,0.94,7.37,26.43,0.868,0.01,6244.16,0.044262,3.59,8365.09,63.00827503,0.219618939
23099880,50019362,50019361,50007549,0.5625,51158.51647,1.93294348,597,1833948952,29082600.63,6243288,4.23,45.13,0.93,7.37,26.43,0.597,0,6243.29,0.044267,0.56,8361.5,63.06000538,0.21933253
23099882,50019363,50019343,50022262,0.0081,1096.230816,1.254573075,61,23227993.49,1658871.331,338999,6.23,30.97,1.1,14.56,36.65,0.061,0,339,0.04177,0.01,430.09,14.00228761,0.054007286
23099884,50019364,50019363,50022632,5.6934,82324.32102,1.254567759,4581,23128224.08,1657775.1,338938,6.22,30.97,1.1,14.56,36.65,4.581,0,338.94,0.041777,5.69,430.08,13.95136414,0.053776563
23099886,50019365,50019364,50023022,8.8182,74460.38391,1.22876708,4397,23087806.66,1458479.552,298786,4.5,34.66,1.09,9.23,39.4,4.397,0.01,294.06,0.047881,8.82,384.18,15.83005167,0.060096326
23099888,50019366,50019365,50023433,7.0155,53875.8987,1.223000288,3224,22692777.75,1383077.103,292694,4.37,35.54,0.98,8.51,39.75,3.224,0.01,287.97,0.047227,7.02,374.61,16.40745675,0.060577074
23099890,50019367,50019366,50023862,9.3249,30112.65339,1.213632718,1820,22330914.46,1329201.204,289470,4.24,37.04,0.91,6.1,40.91,1.82,0.01,270.54,0.050196,9.32,359.57,16.80025145,0.062104498
23099892,50019368,50019367,50024316,34.1811,207426.2567,1.207622566,12860,21883730.64,1299088.551,287650,4.27,38.02,0.91,4.82,41.05,12.86,0.01,268.72,0.050499,34.18,350.24,16.84544955,0.0624821
23099892,50019368,50019367,50024316,34.1811,207426.2567,1.207622566,12860,21883730.64,1299088.551,287650,4.27,38.02,0.91,4.82,41.05,12.86,0.01,268.72,0.050499,34.18,350.24,16.84544955,0.0624821
23099892,50019368,50019367,50024316,34.1811,207426.2567,1.207622566,12860,21883730.64,1299088.551,287650,4.27,38.02,0.91,4.82,41.05,12.86,0.01,268.72,0.050499,34.18,350.24,16.84544955,0.0624821
23099892,50019368,50019367,50024316,34.1811,207426.2567,1.207622566,12860,21883730.64,1299088.551,287650,4.27,38.02,0.91,4.82,41.05,12.86,0.01,268.72,0.050499,34.18,350.24,16.84544955,0.0624821
23099892,50019368,50019367,50024316,34.1811,207426.2567,1.207622566,12860,21883730.64,1299088.551,287650,4.27,38.02,0.91,4.82,41.05,12.86,0.01,268.72,0.050499,34.18,350.24,16.84544955,0.0624821
23099892,50019368,50019367,50024316,34.1811,207426.2567,1.207622566,12860,21883730.64,1299088.551,287650,4.27,38.02,0.91,4.82,41.05,12.86,0.01,268.72,0.050499,34.18,350.24,16.84544955,0.0624821
23099892,50019368,50019367,50024316,34.1811,207426.2567,1.207622566,12860,21883730.64,1299088.551,287650,4.27,38.02,0.91,4.82,41.05,12.86,0.01,268.72,0.050499,34.18,350.24,16.84544955,0.0624821
