Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O
2011,488.193501,488.1935658720164,488.1934745072391,1529133.5,-9999,307421.1,12.82,-1,0.18714870653004215,0.9936649767928292,0,0.5961989860756974,10,1.3461538461538465,0.15384615384615383,N1 S2 O4,de-protonated,0,-9999,C26 H35 O4 N1 S2,26,35,4,1,-9999,2,-9999,N/A,-9999
2011,488.193501,488.1935658720164,488.19309438471913,1529133.5,-9999,307421.1,12.82,-1,0.9657803493831584,0.844303764487959,0,0.5065822586927754,15,1.1428571428571428,0.03571428571428571,N3 S1 P1 O1,de-protonated,0,-9999,C28 H32 O1 N3 P1 S1,28,32,1,3,1,1,-9999,N/A,-9999
2011,488.193501,488.1935658720164,488.1938061922691,1529133.5,-9999,307421.1,12.82,-1,-0.49226403474075586,0.9569832888775014,0.9569344052537824,0.9569637354280136,16,1.1153846153846154,0.1153846153846154,13C1 N4 P1 O3,de-protonated,1,1995,C26 H29 O3 N4 P1 13C1,26,29,3,4,1,-9999,1,N/A,-9999
2011,488.193501,488.1935658720164,488.19353486610913,1529133.5,-9999,307421.1,12.82,-1,0.06351150731411141,0.9992683561182476,0.9723554201111214,0.9885031817153972,2,2.25,0.5,13C1 N4 S2 O8,de-protonated,1,1995,C16 H36 O8 N4 S2 13C1,16,36,8,4,-9999,2,1,N/A,-9999
2012,489.039271,489.0393359088393,489.03896198554907,2031344.4,-9999,368295.3,17.56,-1,0.7646083835694045,0.899353042247921,0,0.5396118253487526,18,0.7307692307692307,0.15384615384615383,S2 P1 O4,de-protonated,0,-9999,C26 H19 O4 P1 S2,26,19,4,-9999,1,2,-9999,N/A,-9999
2012,489.039271,489.0393359088393,489.03981013871913,2031344.4,-9999,368295.3,17.56,-1,-0.96971630940924,0.8431375040744622,0,0.5058825024446773,19,0.5833333333333334,0.3333333333333333,N2 S1 O8,de-protonated,0,-9999,C24 H14 O8 N2 S1,24,14,8,2,-9999,1,-9999,N/A,-9999
2012,489.039271,489.0393359088393,489.0394300161991,2031344.4,-9999,368295.3,17.56,-1,-0.19243307193260703,0.9933033896517028,0,0.5959820337910217,24,0.4230769230769231,0.19230769230769232,N4 P1 O5,de-protonated,0,-9999,C26 H11 O5 N4 P1,26,11,5,4,1,-9999,-9999,N/A,-9999
2012,489.039271,489.0393359088393,489.0391586900391,2031344.4,-9999,368295.3,17.56,-1,0.3623816151911458,0.9764537230464748,0,0.5858722338278848,10,1.125,0.625,N4 S2 O10,de-protonated,0,-9999,C16 H18 O10 N4 S2,16,18,10,4,-9999,2,-9999,N/A,-9999
2013,489.048355,489.0484199092348,489.04854160455915,1450741.3,-9999,423079.5,12.07,-1,-0.24884099228213705,0.9888272476081384,0,0.593296348564883,23,0.5185185185185185,0.07407407407407407,N4 S2 O2,de-protonated,0,-9999,C27 H14 O2 N4 S2,27,14,2,4,-9999,2,-9999,N/A,-9999
2013,489.048355,489.0484199092348,489.0486745462891,1450741.3,-9999,423079.5,12.07,-1,-0.5206783446116654,0.9519985032573238,0,0.5711991019543943,10,1.1875,0.625,N4 S1 P1 O10,de-protonated,0,-9999,C16 H19 O10 N4 P1 S1,16,19,10,4,1,1,-9999,N/A,-9999
2014,489.067011,489.067075910047,489.0674641822291,2159871.3,-9999,366486.8,18.78,-1,-0.7939031127020125,0.8919333503333929,0,0.5351600102000358,14,0.8181818181818182,0.5909090909090909,O13,de-protonated,0,-9999,C22 H18 O13,22,18,13,-9999,-9999,-9999,-9999,N/A,-9999
2014,489.067011,489.067075910047,489.06730199089907,2159871.3,-9999,366486.8,18.78,-1,-0.4622694078442277,0.9619677862449308,0,0.5771806717469584,9,1.3529411764705883,0.4117647058823529,N4 S2 P1 O7,de-protonated,0,-9999,C17 H23 O7 N4 P1 S2,17,23,7,4,1,2,-9999,N/A,-9999
2015,489.075579,489.07564391042007,489.07534749489906,6121220,-9999,353115.5,56.23,-1,0.6060733229038028,0.46776100051508185,0.7739790330151772,0.59024821351512,17,0.8518518518518519,0.1111111111111111,S2 P1 O3,de-protonated,0,-9999,C27 H23 O3 P1 S2,27,23,3,-9999,1,2,-9999,N/A,-9999
2015,489.075579,489.07564391042007,489.0758155255491,6121220,-9999,353115.5,56.23,-1,-0.3508967803886183,0.48895310480841625,0.7739790330151772,0.6029634760911207,23,0.5555555555555556,0.14814814814814814,N4 P1 O4,de-protonated,0,-9999,C27 H15 O4 N4 P1,27,15,4,4,1,-9999,-9999,N/A,-9999
2015,489.075579,489.07564391042007,489.075544199389,6121220,-9999,353115.5,56.23,-1,0.20387654255208487,0.4962431690724138,0.8446892076502734,0.6356215845035577,9,1.2941176470588236,0.5294117647058824,N4 S2 O9,de-protonated,0,-9999,C17 H22 O9 N4 S2,17,22,9,4,-9999,2,-9999,N/A,-9999
2016,489.084657,489.0847219108153,489.0849271139091,3084040.8,-9999,383521.3,27.51,-1,-0.4195653605802248,0.4842817000345237,0.7675537279851021,0.597590511214755,22,0.6428571428571429,0.03571428571428571,N4 S2 O1,de-protonated,0,-9999,C28 H18 O1 N4 S2,28,18,1,4,-9999,2,-9999,N/A,-9999
2016,489.084657,489.0847219108153,489.0850600556391,3084040.8,-9999,383521.3,27.51,-1,-0.6913824432657096,0.9169207542002455,0,0.5501524525201473,9,1.3529411764705883,0.5294117647058824,N4 S1 P1 O9,de-protonated,0,-9999,C17 H23 O9 N4 P1 S1,17,23,9,4,1,1,-9999,N/A,-9999
2017,489.096717,489.0967819113404,489.0964768629591,3538703,-9999,385582.5,31.81,-1,0.6236977686592718,0.46592503767969856,0.7939170211058493,0.5971218310501589,12,1.125,0.20833333333333337,S2 P1 O5,de-protonated,0,-9999,C24 H27 O5 P1 S2,24,27,5,-9999,1,2,-9999,N/A,-9999
2017,489.096717,489.0967819113404,489.0969448936091,3538703,-9999,385582.5,31.81,-1,-0.333231009530205,0.49002651851392454,0.7939170211058493,0.6115827195506944,18,0.7916666666666666,0.25,N4 P1 O6,de-protonated,0,-9999,C24 H19 O6 N4 P1,24,19,6,4,1,-9999,-9999,N/A,-9999
2017,489.096717,489.0967819113404,489.0966735674491,3538703,-9999,385582.5,31.81,-1,0.2215183564424361,0.991135764662274,0,0.5946814587973643,4,1.8571428571428572,0.7857142857142857,N4 S2 O11,de-protonated,0,-9999,C14 H26 O11 N4 S2,14,26,11,4,-9999,2,-9999,N/A,-9999
2018,489.103416,489.103480911632,489.1038496915791,2829586.8,-9999,361608.5,25.11,-1,-0.753991094819708,0.9019880163192274,0,0.5411928097915364,13,0.9565217391304348,0.5217391304347826,O12,de-protonated,0,-9999,C23 H22 O12,23,22,12,-9999,-9999,-9999,-9999,N/A,-9999
2018,489.103416,489.103480911632,489.1033366273291,2829586.8,-9999,361608.5,25.11,-1,0.2949975845601294,0.4921668500299172,0.719752637322661,0.5832011649470148,31,0.3888888888888889,0.02777777777777777,N2 O1,de-protonated,0,-9999,C36 H14 O1 N2,36,14,1,2,-9999,-9999,-9999,N/A,-9999
2018,489.103416,489.103480911632,489.10319824289905,2829586.8,-9999,361608.5,25.11,-1,0.5779327020672286,0.9411949499540266,0,0.5647169699724159,4,1.7333333333333334,0.9333333333333332,N2 S1 O14,de-protonated,0,-9999,C15 H26 O14 N2 S1,15,26,14,2,-9999,1,-9999,N/A,-9999
2018,489.103416,489.103480911632,489.1036875002491,2829586.8,-9999,361608.5,25.11,-1,-0.4223820478106315,0.9681467110697034,0,0.580888026641822,8,1.5,0.3333333333333333,N4 S2 P1 O6,de-protonated,0,-9999,C18 H27 O6 N4 P1 S2,18,27,6,4,1,2,-9999,N/A,-9999
2019,489.111989,489.1120539120053,489.1117330042491,6903575.5,-9999,357287.2,63.63,-1,0.6561031651450994,0.949519044451026,0.9494837086643564,0.949504910136358,16,0.9642857142857144,0.07142857142857142,S2 P1 O2,de-protonated,0,-9999,C28 H27 O2 P1 S2,28,27,2,-9999,1,2,-9999,N/A,-9999
2019,489.111989,489.1120539120053,489.1122010348991,6903575.5,-9999,357287.2,63.63,-1,-0.30079579601283557,0.9627251105628936,0.9494837086643564,0.9574285498034788,22,0.6785714285714286,0.10714285714285714,N4 P1 O3,de-protonated,0,-9999,C28 H19 O3 N4 P1,28,19,3,4,1,-9999,-9999,N/A,-9999
2019,489.111989,489.1120539120053,489.111929708739,6903575.5,-9999,357287.2,63.63,-1,0.25393628459662193,0.9941415169454716,0.9810279683858112,0.9888960975216076,8,1.4444444444444444,0.4444444444444444,N4 S2 O8,de-protonated,0,-9999,C18 H26 O8 N4 S2,18,26,8,4,-9999,2,-9999,N/A,-9999
2020,489.115527,489.1155919121593,489.1159524607391,1797401.3,-9999,293259,15.35,-1,-0.7371433665008187,0.9061090197175714,0,0.5436654118305428,12,1.1304347826086956,0.2608695652173913,N2 S2 O6,de-protonated,0,-9999,C23 H26 O6 N2 S2,23,26,6,2,-9999,2,-9999,N/A,-9999
2020,489.115527,489.1155919121593,489.1155723382191,1797401.3,-9999,293259,15.35,-1,0.0400190492221409,0.9997094477380386,0,0.5998256686428232,17,0.92,0.12,N4 S1 P1 O3,de-protonated,0,-9999,C25 H23 O3 N4 P1 S1,25,23,3,4,1,1,-9999,N/A,-9999
2021,489.120936,489.1210009123948,489.1214455649891,2604828,-9999,381807.2,22.98,-1,-0.9090842332277828,0.8607463738180223,0,0.5164478242908134,8,1.5,0.4444444444444444,N4 S1 P1 O8,de-protonated,0,-9999,C18 H27 O8 N4 P1 S1,18,27,8,4,1,1,-9999,N/A,-9999
2022,489.123116,489.12318091248966,489.1229663935391,2160413.3,-9999,352894.8,18.78,-1,0.43857877319565297,0.9657001487197138,0,0.5794200892318282,16,1,0.03703703703703703,N2 S2 P1 O1,de-protonated,0,-9999,C27 H27 O1 N2 P1 S2,27,27,1,2,1,2,-9999,N/A,-9999
2023,489.133069,489.13313391292303,489.13286237230903,4892450.5,-9999,383038.7,44.61,-1,0.5551469444869596,0.47280723437281,0.7871578612348809,0.5985474851176383,11,1.24,0.16,S2 P1 O4,de-protonated,0,-9999,C25 H31 O4 P1 S2,25,31,4,-9999,1,2,-9999,N/A,-9999
2023,489.133069,489.13313391292303,489.1333304029591,4892450.5,-9999,383038.7,44.61,-1,-0.4017105844829625,0.48557194832196016,0.7871578612348809,0.6062063134871285,17,0.92,0.2,N4 P1 O5,de-protonated,0,-9999,C25 H23 O5 N4 P1,25,23,5,4,1,-9999,-9999,N/A,-9999
2023,489.133069,489.13313391292303,489.13305907679904,4892450.5,-9999,383038.7,44.61,-1,0.15299747706070116,0.9957616151960278,0,0.5974569691176167,3,2,0.6666666666666666,N4 S2 O10,de-protonated,0,-9999,C15 H30 O10 N4 S2,15,30,10,4,-9999,2,-9999,N/A,-9999
2024,489.148381,489.1484459135896,489.14811851359906,9068331,-9999,347960.7,84.09,-1,0.6693268933798395,0.9425964252001422,0.9538213816731212,0.9470864077893336,15,1.0689655172413792,0.03448275862068965,S2 P1 O1,de-protonated,0,-9999,C29 H31 O1 P1 S2,29,31,1,-9999,1,2,-9999,N/A,-9999
2024,489.148381,489.1484459135896,489.1485865442491,9068331,-9999,347960.7,84.09,-1,-0.28750090124280886,0.9703213725367656,0.9538213816731212,0.963721376191308,21,0.7931034482758621,0.06896551724137931,N4 P1 O2,de-protonated,0,-9999,C29 H23 O2 N4 P1,29,23,2,4,1,-9999,-9999,N/A,-9999
2024,489.148381,489.1484459135896,489.14831521808907,9068331,-9999,347960.7,84.09,-1,0.2671899227550542,0.9933115848809289,0.9778807295351828,0.9871392427426304,7,1.5789473684210529,0.3684210526315789,N4 S2 O7,de-protonated,0,-9999,C19 H30 O7 N4 S2,19,30,7,4,-9999,2,-9999,N/A,-9999
2025,489.151619,489.15168391373066,489.15146859021905,2332972.5,-9999,318267.8,20.41,-1,0.4401980274774901,0.9654508421639711,0,0.5792705052983828,12,1.1304347826086956,0.43478260869565216,N2 O10,de-protonated,0,-9999,C23 H26 O10 N2,23,26,10,2,-9999,-9999,-9999,N/A,-9999
2025,489.151619,489.15168391373066,489.1519578475691,2332972.5,-9999,318267.8,20.41,-1,-0.5600178718748184,0.9446829220134496,0,0.5668097532080698,16,1.0384615384615383,0.07692307692307693,N4 S1 P1 O2,de-protonated,0,-9999,C26 H27 O2 N4 P1 S1,26,27,2,4,1,1,-9999,N/A,-9999
2027,489.161542,489.1616069141627,489.1613645689891,2092337.8,-9999,344917.3,18.14,-1,0.49542991568250455,0.9564404737325918,0,0.573864284239555,7,1.4285714285714286,0.6190476190476191,O13,de-protonated,0,-9999,C21 H30 O13,21,30,13,-9999,-9999,-9999,-9999,N/A,-9999
2027,489.161542,489.1616069141627,489.1618538263391,2092337.8,-9999,344917.3,18.14,-1,-0.5047658039491973,0.9548213331917156,0,0.5728927999150293,11,1.2916666666666667,0.20833333333333337,N2 S1 P1 O5,de-protonated,0,-9999,C24 H31 O5 N2 P1 S1,24,31,5,2,1,1,-9999,N/A,-9999
2027,489.161542,489.1616069141627,489.1612023776591,2092337.8,-9999,344917.3,18.14,-1,0.8270003867268826,0.8832931549706411,0,0.5299758929823847,2,2.1875,0.4375,N4 S2 P1 O7,de-protonated,0,-9999,C16 H35 O7 N4 P1 S2,16,35,7,4,1,2,-9999,N/A,-9999
2028,489.169482,489.1695469145084,489.16924788165915,4008758,-9999,359080.6,36.26,-1,0.6113075393073977,0.4672204890113947,0.7805128205128198,0.5925374216119648,10,1.3461538461538465,0.1153846153846154,S2 P1 O3,de-protonated,0,-9999,C26 H35 O3 P1 S2,26,35,3,-9999,1,2,-9999,N/A,-9999
2028,489.169482,489.1695469145084,489.1697159123091,4008758,-9999,359080.6,36.26,-1,-0.34547887001582,0.48928795079255005,0.7805128205128198,0.6057778986806579,16,1.0384615384615383,0.15384615384615383,N4 P1 O4,de-protonated,0,-9999,C26 H27 O4 N4 P1,26,27,4,4,1,-9999,-9999,N/A,-9999
2028,489.169482,489.1695469145084,489.1694445861491,4008758,-9999,359080.6,36.26,-1,0.2091879620681242,0.9920913169430468,0,0.595254790165828,2,2.125,0.5625,N4 S2 O9,de-protonated,0,-9999,C16 H34 O9 N4 S2,16,34,9,4,-9999,2,-9999,N/A,-9999
2029,489.183485,489.183549915118,489.1836346430791,2769725.5,-9999,333024.8,24.54,-1,-0.17320277100917675,0.4972857362938349,0.7612342259156646,0.6028651321425668,15,1.0689655172413792,0.1724137931034483,P1 O5,de-protonated,0,-9999,C29 H31 O5 P1,29,31,5,-9999,1,-9999,-9999,N/A,-9999
2029,489.183485,489.183549915118,489.18336331691904,2769725.5,-9999,333024.8,24.54,-1,0.3814483749288783,0.9739441641690224,0,0.5843664985014135,1,2,0.5263157894736842,S2 O10,de-protonated,0,-9999,C19 H38 O10 S2,19,38,10,-9999,-9999,2,-9999,N/A,-9999
2029,489.183485,489.183549915118,489.1838313475691,2769725.5,-9999,333024.8,24.54,-1,-0.5753102065652221,0.9417115900761892,0,0.5650269540457135,7,1.5789473684210529,0.5789473684210527,N4 O11,de-protonated,0,-9999,C19 H30 O11 N4,19,30,11,4,-9999,-9999,-9999,N/A,-9999
2030,489.184747,489.184811915173,489.1849720535991,8757054,-9999,360131.9,81.15,-1,-0.32735761574701044,0.9810424567417102,0.9791779102255768,0.9802966381352568,20,0.9,0.03333333333333333,N4 P1 O1,de-protonated,0,-9999,C30 H27 O1 N4 P1,30,27,1,4,1,-9999,-9999,N/A,-9999
2030,489.184747,489.184811915173,489.1847007274391,8757054,-9999,360131.9,81.15,-1,0.2272919281798577,0.9905033468631907,0.9536842862123998,0.9757757226028744,6,1.7,0.3,N4 S2 O6,de-protonated,0,-9999,C20 H34 O6 N4 S2,20,34,6,4,-9999,2,-9999,N/A,-9999
2031,489.188111,489.18817591531945,489.18785409956905,1757504,-9999,304559.1,14.97,-1,0.6578571967796222,0.9244774192815516,0,0.5546864515689309,11,1.25,0.375,N2 O9,de-protonated,0,-9999,C24 H30 O9 N2,24,30,9,2,-9999,-9999,-9999,N/A,-9999
2031,489.188111,489.18817591531945,489.1883433569191,1757504,-9999,304559.1,14.97,-1,-0.3422845248574928,0.9789660733235565,0,0.5873796439941338,15,1.148148148148148,0.03703703703703703,N4 S1 P1 O1,de-protonated,0,-9999,C27 H31 O1 N4 P1 S1,27,31,1,4,1,1,-9999,N/A,-9999
2032,489.197916,489.1979809157463,489.1977500783391,2176325.3,-9999,380785.9,18.93,-1,0.4718693150019392,0.9604037764148596,0,0.5762422658489158,6,1.5454545454545454,0.5454545454545454,O12,de-protonated,0,-9999,C22 H34 O12,22,34,12,-9999,-9999,-9999,-9999,N/A,-9999
2032,489.197916,489.1979809157463,489.1982393356891,2176325.3,-9999,380785.9,18.93,-1,-0.5282519886671154,0.9506272153209344,0,0.5703763291925606,10,1.4,0.16,N2 S1 P1 O4,de-protonated,0,-9999,C25 H35 O4 N2 P1 S1,25,35,4,2,1,1,-9999,N/A,-9999
2032,489.197916,489.1979809157463,489.1975878870091,2176325.3,-9999,380785.9,18.93,-1,0.8034151168221533,0.8894777866685627,0,0.5336866720011376,1,2.2941176470588234,0.35294117647058826,N4 S2 P1 O6,de-protonated,0,-9999,C17 H39 O6 N4 P1 S2,17,39,6,4,1,2,-9999,N/A,-9999
2033,489.205858,489.2059229160921,489.2056333910091,2371401.5,-9999,348318.7,20.78,-1,0.591826960281583,0.9384233841313262,0,0.5630540304787957,9,1.4444444444444444,0.07407407407407407,S2 P1 O2,de-protonated,0,-9999,C27 H39 O2 P1 S2,27,39,2,-9999,1,2,-9999,N/A,-9999
2033,489.205858,489.2059229160921,489.206101421659,2371401.5,-9999,348318.7,20.78,-1,-0.3648882679557778,0.9761307818515426,0,0.5856784691109255,15,1.148148148148148,0.1111111111111111,N4 P1 O3,de-protonated,0,-9999,C27 H31 O3 N4 P1,27,31,3,4,1,-9999,-9999,N/A,-9999
2033,489.205858,489.2059229160921,489.20583009549904,2371401.5,-9999,348318.7,20.78,-1,0.18973729931373953,0.9934890916645744,0,0.5960934549987447,1,2.235294117647059,0.4705882352941176,N4 S2 O8,de-protonated,0,-9999,C17 H38 O8 N4 S2,17,38,8,4,-9999,2,-9999,N/A,-9999
2034,489.22113,489.22119491675704,489.22108623678906,7571281.5,-9999,360701,69.94,-1,0.22214898547339876,0.9850143047787804,0.999058696419546,0.9906320614350868,5,1.8095238095238095,0.23809523809523808,N4 S2 O5,de-protonated,0,-9999,C21 H38 O5 N4 S2,21,38,5,4,-9999,2,-9999,N/A,-9999
2035,489.257516,489.2575809183412,489.2574717461391,4216677,-9999,347543.7,38.22,-1,0.22313854849832368,0.49550310543505394,0.8077896627745539,0.620417728370854,4,1.9090909090909092,0.18181818181818185,N4 S2 O4,de-protonated,0,-9999,C22 H42 O4 N4 S2,22,42,4,4,-9999,2,-9999,N/A,-9999
2036,489.285565,489.2856299195624,489.2857772383291,1469300.1,-9999,393051.6,12.25,-1,-0.30108941149504154,0.9836853488598164,0,0.5902112093158899,8,1.5,0.25,O7,de-protonated,0,-9999,C28 H42 O7,28,42,7,-9999,-9999,-9999,-9999,N/A,-9999
2036,489.285565,489.2856299195624,489.2856150469991,1469300.1,-9999,393051.6,12.25,-1,0.03039648584066829,0.9998323652005884,0,0.599899419120353,3,2.0434782608695654,0.04347826086956521,N4 S2 P1 O1,de-protonated,0,-9999,C23 H47 O1 N4 P1 S2,23,47,1,4,1,2,-9999,N/A,-9999
2037,489.293858,489.29392291992343,489.29385725548906,1634680.6,-9999,406331.1,13.81,-1,0.13420244991797473,0.9967373890867508,0,0.5980424334520504,3,2,0.13043478260869565,N4 S2 O3,de-protonated,0,-9999,C23 H46 O3 N4 S2,23,46,3,4,-9999,2,-9999,N/A,-9999
2038,490.070656,490.07072095374343,490.0705964670992,1702169,-9999,246011.1,14.44,-1,0.2540177785914572,0.9883602894615166,0,0.59301617367691,17,0.8461538461538461,0.1153846153846154,N1 S2 P1 O3,de-protonated,0,-9999,C26 H22 O3 N1 P1 S2,26,22,3,1,1,2,-9999,N/A,-9999
2039,490.107205,490.1072699553347,490.1069819764491,2668844.5,-9999,303147.5,23.58,-1,0.5875837239033253,0.939275918961866,0,0.5635655513771196,16,0.9629629629629628,0.07407407407407407,N1 S2 P1 O2,de-protonated,0,-9999,C27 H26 O2 N1 P1 S2,27,26,2,1,1,2,-9999,N/A,-9999
2040,490.115209,490.1152739556832,490.11508783931913,1535281,-9999,332722.6,12.87,-1,0.37974012359975046,0.9741739816748608,0.9494837086643564,0.964297872470659,16,1,0.07407407407407407,13C1 S2 P1 O2,de-protonated,1,2019,C27 H27 O2 P1 S2 13C1,27,27,2,-9999,1,2,1,N/A,-9999
2040,490.115209,490.1152739556832,490.11522418493905,1535281,-9999,332722.6,12.87,-1,0.10154906776358376,0.9981306119549752,0,0.598878367172985,16,0.925925925925926,0.14814814814814814,N1 S2 O4,de-protonated,0,-9999,C27 H25 O4 N1 S2,27,25,4,1,-9999,2,-9999,N/A,-9999
2040,490.115209,490.1152739556832,490.1153571266691,1535281,-9999,332722.6,12.87,-1,-0.16969675551250174,0.99478845169217045,0,0.5968730710153023,3,1.875,0.75,N1 S1 P1 O12,de-protonated,0,-9999,C16 H30 O12 N1 P1 S1,16,30,12,1,1,1,-9999,N/A,-9999
2040,490.115209,490.1152739556832,490.11484406241914,1535281,-9999,332722.6,12.87,-1,0.8771276145474384,0.8697077317059897,0,0.5218246390235938,21,0.7586206896551724,0.03448275862068965,N3 S1 P1 O1,de-protonated,0,-9999,C29 H22 O1 N3 P1 S1,29,22,1,3,1,1,-9999,N/A,-9999
2040,490.115209,490.1152739556832,490.1155558699691,1535281,-9999,332722.6,12.87,-1,-0.5751996290935177,0.9417333287851384,0.9494837086643564,0.9448334807368256,22,0.7037037037037037,0.1111111111111111,13C1 N4 P1 O3,de-protonated,1,2019,C27 H19 O3 N4 P1 13C1,27,19,3,4,1,-9999,1,N/A,-9999
2040,490.115209,490.1152739556832,490.1152845438091,1535281,-9999,332722.6,12.87,-1,-0.02160333752337663,0.9999153207229308,0.9810279683858112,0.9923603797880832,8,1.5294117647058822,0.4705882352941176,13C1 N4 S2 O8,de-protonated,1,2019,C17 H26 O8 N4 S2 13C1,17,26,8,4,-9999,2,1,N/A,-9999
2041,490.118493,490.11855795582613,490.1182153657391,1790770.8,-9999,372174.9,15.28,-1,0.6989948063327917,0.9151615314968627,0,0.5490969188981176,16,1,0.03846153846153846,N3 S2 P1 O1,de-protonated,0,-9999,C26 H26 O1 N3 P1 S2,26,26,1,3,1,2,-9999,N/A,-9999
2042,490.143519,490.14358395691573,490.14336748579905,2670400.3,-9999,337700,23.6,-1,0.441648568657335,0.9652267861010247,0,0.5791360716606149,15,1.0714285714285714,0.03571428571428571,N1 S2 P1 O1,de-protonated,0,-9999,C28 H30 O1 N1 P1 S2,28,30,1,1,1,2,-9999,N/A,-9999
2043,490.151631,490.1516959572689,490.15147334866913,2163012.5,-9999,278852.6,18.8,-1,0.4541628697665071,0.9632653924343256,0.9538213816731212,0.9594877881298438,15,1.1071428571428572,0.03571428571428571,13C1 S2 P1 O1,de-protonated,1,2024,C28 H31 O1 P1 S2 13C1,28,31,1,-9999,1,2,1,N/A,-9999
2043,490.151631,490.1516959572689,490.1516096942891,2163012.5,-9999,278852.6,18.8,-1,0.17599244411700982,0.9943956911367752,0,0.5966374146820651,15,1.0357142857142858,0.10714285714285714,N1 S2 O3,de-protonated,0,-9999,C28 H29 O3 N1 S2,28,29,3,1,-9999,2,-9999,N/A,-9999
2043,490.151631,490.1516959572689,490.1517426360191,2163012.5,-9999,278852.6,18.8,-1,-0.09523326380133336,0.9983557272052708,0,0.5990134363231624,2,2,0.6470588235294118,N1 S1 P1 O11,de-protonated,0,-9999,C17 H34 O11 N1 P1 S1,17,34,11,1,1,1,-9999,N/A,-9999
2043,490.151631,490.1516959572689,490.1519413793191,2163012.5,-9999,278852.6,18.8,-1,-0.5007060658305841,0.9555287978176236,0.9538213816731212,0.9548458313598224,21,0.8214285714285714,0.07142857142857142,13C1 N4 P1 O2,de-protonated,1,2024,C28 H23 O2 N4 P1 13C1,28,23,2,4,1,-9999,1,N/A,-9999
2043,490.151631,490.1516959572689,490.15167005315914,2163012.5,-9999,278852.6,18.8,-1,0.0528491716555593,0.9994933358761046,0.9778807295351828,0.9908482933397358,7,1.6666666666666667,0.3888888888888889,13C1 N4 S2 O7,de-protonated,1,2024,C18 H30 O7 N4 S2 13C1,18,30,7,4,-9999,2,1,N/A,-9999
2046,490.188104,490.18816895885686,490.1879952036391,2530136.3,-9999,391825.6,22.27,-1,0.3544664893039045,0.9774595286256968,0,0.5864757171754181,14,1.137931034482759,0.06896551724137931,N1 S2 O2,de-protonated,0,-9999,C29 H33 O2 N1 S2,29,33,2,1,-9999,2,-9999,N/A,-9999
2046,490.188104,490.18816895885686,490.1881281453691,2530136.3,-9999,391825.6,22.27,-1,0.08326086542741758,0.9987429210464228,0,0.5992457526278536,1,2.111111111111111,0.5555555555555556,N1 S1 P1 O10,de-protonated,0,-9999,C18 H38 O10 N1 P1 S1,18,38,10,1,1,1,-9999,N/A,-9999
2046,490.188104,490.18816895885686,490.1883268886691,2530136.3,-9999,391825.6,22.27,-1,-0.3221819116928139,0.9813416740022366,0.9791779102255768,0.9804761684915728,20,0.9310344827586208,0.03448275862068965,13C1 N4 P1 O1,de-protonated,1,2030,C29 H27 O1 N4 P1 13C1,29,27,1,4,1,-9999,1,N/A,-9999
2046,490.188104,490.18816895885686,490.18805556250913,2530136.3,-9999,391825.6,22.27,-1,0.2313323355024236,0.9903368285691792,0.9536842862123998,0.9756758116264674,6,1.7894736842105263,0.3157894736842105,13C1 N4 S2 O6,de-protonated,1,2030,C19 H34 O6 N4 S2 13C1,19,34,6,4,-9999,2,1,N/A,-9999
2047,490.224544,490.22460896044333,490.22438071298905,1730411.8,-9999,338748.8,14.71,-1,0.4655979246811433,0.961428860018692,0,0.5768573160112151,13,1.2333333333333334,0.03333333333333333,N1 S2 O1,de-protonated,0,-9999,C30 H37 O1 N1 S2,30,37,1,1,-9999,2,-9999,N/A,-9999
2047,490.224544,490.22460896044333,490.22451365471915,1730411.8,-9999,338748.8,14.71,-1,0.19441239989557635,0.9931653954448008,0,0.5958992372668805,0,2.210526315789474,0.47368421052631576,N1 S1 P1 O9,de-protonated,0,-9999,C19 H42 O9 N1 P1 S1,19,42,9,1,1,1,-9999,N/A,-9999
2047,490.224544,490.22460896044333,490.22444107185913,1730411.8,-9999,338748.8,14.71,-1,0.3424728963616219,0.9789431610418344,0.999058696419546,0.9869893751929192,5,1.9,0.25,13C1 N4 S2 O5,de-protonated,1,2034,C20 H38 O5 N4 S2 13C1,20,38,5,4,-9999,2,1,N/A,-9999
2048,491.054888,491.05495299659464,491.0546120500091,4239147,-9999,380838.8,38.43,-1,0.6943150052395437,0.4581224592374979,0.7805128205128198,0.5870786037476267,17,0.8076923076923077,0.15384615384615383,S2 P1 O4,de-protonated,0,-9999,C26 H21 O4 P1 S2,26,21,4,-9999,1,2,-9999,N/A,-9999
2048,491.054888,491.05495299659464,491.0550800806591,4239147,-9999,380838.8,38.43,-1,-0.2587979833632849,0.4939603838413937,0.7805128205128198,0.6085813585099641,23,0.5,0.19230769230769232,N4 P1 O5,de-protonated,0,-9999,C26 H13 O5 N4 P1,26,13,5,4,1,-9999,-9999,N/A,-9999
