Sorting code,Citation,Study Codes,Data point code,Scientific Name,Common Name 2,Nativity,Authority,sp_code,variety,Subspecies,Species,Genus,plant form,Subfamily,Family,Order,Subclass,Class,Subdivision,Division,Superdivision,Subkingdom,Kingdom,Plant type,Clade,Latitude 2,Longitude 2,Lat_DD,Long_DD,"State, Territory, or Region",Country,Continent,"Elev (m, asl) 3",Source for elevation data,Stream order,Stream order 2,Land use,Duration (d),Duration (dd) 2,# sampling dates,mesh size category,T50 (d),k (d),n,estimated k?,equation used,min (ºC),max (ºC),range (ºC),mean (ºC),estimated mean?
3325,Woodward et al. 2012 Science,,JJFS1215,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,49.6,20.16,49.6,20.16,Carpathians,Poland,Europe,734,GPS Visualizer,,,,123,152,,fine,374.63,0.0019,,no,exponential,,,,1.2,Y
3326,Woodward et al. 2012 Science,,JJFS1216,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,49.6,20.16,49.6,20.16,Carpathians,Poland,Europe,734,GPS Visualizer,,,,123,198,,fine,187.83,0.0037,,no,exponential,,,,1.6,Y
3327,Woodward et al. 2012 Science,,JJFS1217,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3,-8.22,40.3,-8.22,Ibero-Macaronesian Region,Portugal,Europe,148,GPS Visualizer,,,,51,579,,fine,91.21,0.0076,,no,exponential,,,,11.5,Y
3328,Woodward et al. 2012 Science,,JJFS1218,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3,-8.22,40.3,-8.22,Ibero-Macaronesian Region,Portugal,Europe,148,GPS Visualizer,,,,57,506,,fine,131.36,0.0053,,no,exponential,,,,8.9,Y
3329,Woodward et al. 2012 Science,,JJFS1219,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3,-8.22,40.3,-8.22,Ibero-Macaronesian Region,Portugal,Europe,148,GPS Visualizer,,,,51,534,,fine,73.71,0.0094,,no,exponential,,,,10.4,Y
3330,Woodward et al. 2012 Science,,JJFS1220,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3,-8.22,40.3,-8.22,Ibero-Macaronesian Region,Portugal,Europe,148,GPS Visualizer,,,,57,594,,fine,86.56,0.008,,no,exponential,,,,10.4,Y
3331,Woodward et al. 2012 Science,,JJFS1221,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3,-8.22,40.3,-8.22,Ibero-Macaronesian Region,Portugal,Europe,148,GPS Visualizer,,,,42,422,,fine,60.64,0.0114,,no,exponential,,,,10.1,Y
3332,Woodward et al. 2012 Science,,JJFS1222,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3,-8.22,40.3,-8.22,Ibero-Macaronesian Region,Portugal,Europe,148,GPS Visualizer,,,,53,565,,fine,58.45,0.0119,,no,exponential,,,,10.7,Y
3333,Woodward et al. 2012 Science,,JJFS1223,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3,-8.22,40.3,-8.22,Ibero-Macaronesian Region,Portugal,Europe,148,GPS Visualizer,,,,42,425,,fine,70.9,0.0098,,no,exponential,,,,10.1,Y
3334,Woodward et al. 2012 Science,,JJFS1224,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3,-8.22,40.3,-8.22,Ibero-Macaronesian Region,Portugal,Europe,148,GPS Visualizer,,,,57,600,,fine,80.43,0.0086,,no,exponential,,,,10.5,Y
3335,Woodward et al. 2012 Science,,JJFS1225,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3,-8.22,40.3,-8.22,Ibero-Macaronesian Region,Portugal,Europe,148,GPS Visualizer,,,,50,529,,fine,75.31,0.0092,,no,exponential,,,,10.5,Y
3336,Woodward et al. 2012 Science,,JJFS1226,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3,-8.22,40.3,-8.22,Ibero-Macaronesian Region,Portugal,Europe,148,GPS Visualizer,,,,57,563,,fine,85.04,0.0082,,no,exponential,,,,9.9,Y
3337,Woodward et al. 2012 Science,,JJFS1227,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,45.35,25.58,45.35,25.58,Carpathians,Romania,Europe,1312,GPS Visualizer,,,,110,184,,fine,212.11,0.0033,,no,exponential,,,,1.7,Y
3338,Woodward et al. 2012 Science,,JJFS1228,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,45.35,25.58,45.35,25.58,Carpathians,Romania,Europe,1312,GPS Visualizer,,,,109,739,,fine,197.5,0.0035,,no,exponential,,,,6.8,Y
3339,Woodward et al. 2012 Science,,JJFS1229,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,45.35,25.58,45.35,25.58,Carpathians,Romania,Europe,1312,GPS Visualizer,,,,110,345,,fine,158.25,0.0044,,no,exponential,,,,3.1,Y
3340,Woodward et al. 2012 Science,,JJFS1230,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,45.35,25.58,45.35,25.58,Carpathians,Romania,Europe,1312,GPS Visualizer,,,,110,432,,fine,375.28,0.0018,,no,exponential,,,,3.9,Y
3341,Woodward et al. 2012 Science,,JJFS1231,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,45.35,25.58,45.35,25.58,Carpathians,Romania,Europe,1312,GPS Visualizer,,,,109,307,,fine,190.84,0.0036,,no,exponential,,,,2.8,Y
3342,Woodward et al. 2012 Science,,JJFS1232,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,45.35,25.58,45.35,25.58,Carpathians,Romania,Europe,1312,GPS Visualizer,,,,110,307,,fine,159,0.0044,,no,exponential,,,,2.8,Y
3343,Woodward et al. 2012 Science,,JJFS1233,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,45.35,25.58,45.35,25.58,Carpathians,Romania,Europe,1312,GPS Visualizer,,,,143,370,,fine,233.63,0.003,,no,exponential,,,,2.6,Y
3344,Woodward et al. 2012 Science,,JJFS1234,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,45.35,25.58,45.35,25.58,Carpathians,Romania,Europe,1312,GPS Visualizer,,,,53,175,,fine,84.91,0.0082,,no,exponential,,,,3.3,Y
3345,Woodward et al. 2012 Science,,JJFS1235,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,45.35,25.58,45.35,25.58,Carpathians,Romania,Europe,1312,GPS Visualizer,,,,109,233,,fine,173.98,0.004,,no,exponential,,,,2.1,Y
3346,Woodward et al. 2012 Science,,JJFS1236,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,45.35,25.58,45.35,25.58,Carpathians,Romania,Europe,1312,GPS Visualizer,,,,110,281,,fine,181.22,0.0038,,no,exponential,,,,2.6,Y
3347,Woodward et al. 2012 Science,,JJFS1237,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,56.07,13.12,56.07,13.12,Central Plains,Sweden,Europe,157,GPS Visualizer,,,,83,183,,fine,247.68,0.0028,,no,exponential,,,,2.2,Y
3348,Woodward et al. 2012 Science,,JJFS1238,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,56.07,13.12,56.07,13.12,Central Plains,Sweden,Europe,157,GPS Visualizer,,,,85,193,,fine,243.42,0.0028,,no,exponential,,,,2.3,Y
3349,Woodward et al. 2012 Science,,JJFS1239,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,56.07,13.12,56.07,13.12,Central Plains,Sweden,Europe,157,GPS Visualizer,,,,84,166,,fine,266.21,0.0026,,no,exponential,,,,2,Y
3350,Woodward et al. 2012 Science,,JJFS1240,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,56.07,13.12,56.07,13.12,Central Plains,Sweden,Europe,157,GPS Visualizer,,,,82,221,,fine,142.54,0.0049,,no,exponential,,,,2.7,Y
3351,Woodward et al. 2012 Science,,JJFS1241,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,56.07,13.12,56.07,13.12,Central Plains,Sweden,Europe,157,GPS Visualizer,,,,82,174,,fine,276.82,0.0025,,no,exponential,,,,2.1,Y
3352,Woodward et al. 2012 Science,,JJFS1242,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,56.07,13.12,56.07,13.12,Central Plains,Sweden,Europe,157,GPS Visualizer,,,,86,220,,fine,223.23,0.0031,,no,exponential,,,,2.6,Y
3353,Woodward et al. 2012 Science,,JJFS1243,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,56.07,13.12,56.07,13.12,Central Plains,Sweden,Europe,157,GPS Visualizer,,,,82,229,,fine,247.6,0.0028,,no,exponential,,,,2.8,Y
3354,Woodward et al. 2012 Science,,JJFS1244,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,56.07,13.12,56.07,13.12,Central Plains,Sweden,Europe,157,GPS Visualizer,,,,85,333,,fine,242.71,0.0029,,no,exponential,,,,3.9,Y
3355,Woodward et al. 2012 Science,,JJFS1245,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,56.07,13.12,56.07,13.12,Central Plains,Sweden,Europe,157,GPS Visualizer,,,,81,174,,fine,231.9,0.003,,no,exponential,,,,2.1,Y
3356,Woodward et al. 2012 Science,,JJFS1246,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,56.07,13.12,56.07,13.12,Central Plains,Sweden,Europe,157,GPS Visualizer,,,,82,143,,fine,205.36,0.0034,,no,exponential,,,,1.7,Y
3357,Schindler and Gessner 2009 Ecology,,JJFS1247,Ulmus glabra,Wych elm,Europe,Huds.,glabra,,,glabra,Ulmus,tree,,Ulmaceae,Urticales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,coarse,26.46,0.0262,5,no,exponential,0,5,5,2.3,N
3358,Schindler and Gessner 2009 Ecology,,JJFS1248,Fraxinus excelsior,European ash,Europe,L.,excelsior,,,excelsior,Fraxinus,,,Oleaceae,Scrophulariales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,coarse,40.3,0.0172,5,no,exponential,0,5,5,2.3,N
3359,Schindler and Gessner 2009 Ecology,,JJFS1249,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,coarse,66.65,0.0104,5,no,exponential,0,5,5,2.3,N
3360,Schindler and Gessner 2009 Ecology,,JJFS1250,Acer pseudoplatanus,sycamore,Europe,L.,pseudoplatanus,,,pseudoplatanus,Acer,tree,,Sapindaceae,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,coarse,56.82,0.0122,5,no,exponential,0,5,5,2.3,N
3361,Schindler and Gessner 2009 Ecology,,JJFS1251,Salix cinerea,grey willow,Europe/Asia,L.,cinerea,,,cinerea,Salix,tree/shrub,,Salicaceae,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,coarse,64.18,0.0108,5,no,exponential,0,5,5,2.3,N
3362,Schindler and Gessner 2009 Ecology,,JJFS1252,Corylus avellana,common hazel,Europe/Asia,L.,avellana,,,avellana,Corylus,tree,,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,coarse,91.2,0.0076,5,no,exponential,0,5,5,2.3,N
3363,Schindler and Gessner 2009 Ecology,,JJFS1253,Platanus sp.,sycamore,Europe,L.,,,,,Platanus,tree,,Platanaceae,Hamamelidales,Hamamelididae,Magnoliopsida,, Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,coarse,91.2,0.0076,5,no,exponential,0,5,5,2.3,N
3364,Schindler and Gessner 2009 Ecology,,JJFS1254,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,coarse,133.3,0.0052,5,no,exponential,0,5,5,2.3,N
3365,Schindler and Gessner 2009 Ecology,,JJFS1255,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,coarse,187.34,0.0037,5,no,exponential,0,5,5,2.3,N
3367,Schindler and Gessner 2009 Ecology,,JJFS1257,Ulmus glabra,Wych elm,Europe,Huds.,glabra,,,glabra,Ulmus,tree,,Ulmaceae,Urticales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,fine,66.65,0.0104,5,no,exponential,0,5,5,2.3,N
3368,Schindler and Gessner 2009 Ecology,,JJFS1258,Fraxinus excelsior,European ash,Europe,L.,excelsior,,,excelsior,Fraxinus,,,Oleaceae,Scrophulariales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,fine,85.57,0.0081,5,no,exponential,0,5,5,2.3,N
3369,Schindler and Gessner 2009 Ecology,,JJFS1259,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,fine,177.73,0.0039,5,no,exponential,0,5,5,2.3,N
3370,Schindler and Gessner 2009 Ecology,,JJFS1260,Acer pseudoplatanus,sycamore,Europe,L.,pseudoplatanus,,,pseudoplatanus,Acer,tree,,Sapindaceae,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,fine,81.55,0.0085,5,no,exponential,0,5,5,2.3,N
3371,Schindler and Gessner 2009 Ecology,,JJFS1261,Salix cinerea,grey willow,Europe/Asia,L.,cinerea,,,cinerea,Salix,tree/shrub,,Salicaceae,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,fine,128.36,0.0054,5,no,exponential,0,5,5,2.3,N
3372,Schindler and Gessner 2009 Ecology,,JJFS1262,Corylus avellana,common hazel,Europe/Asia,L.,avellana,,,avellana,Corylus,tree,,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,fine,330.07,0.0021,5,no,exponential,0,5,5,2.3,N
3373,Schindler and Gessner 2009 Ecology,,JJFS1263,Platanus sp.,sycamore,Europe,L.,,,,,Platanus,tree,,Platanaceae,Hamamelidales,Hamamelididae,Magnoliopsida,, Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,fine,277.26,0.0025,5,no,exponential,0,5,5,2.3,N
3374,Schindler and Gessner 2009 Ecology,,JJFS1264,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,fine,223.6,0.0031,5,no,exponential,0,5,5,2.3,N
3375,Schindler and Gessner 2009 Ecology,,JJFS1265,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,47.4751,8.1928,47.7975,8.3244,Black Forest,Germany,Europe,717,Reported value,3,3,managed conifer forests ,55,124,1,fine,990.21,0.0007,5,no,exponential,0,5,5,2.3,N
3395,Bruder et al. 2011 Functional Ecology,,JJFS1285,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.2821,2.4758,48.4725,2.7994,Pyrenees,France,Europe,175,Reported value,3,3,forest - unspecified,49,309,1,coarse,33.95,0.0204,,,,,,,6.3,N
3397,Bruder et al. 2011 Functional Ecology,,JJFS1287,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.2821,2.4758,48.4725,2.7994,Pyrenees,France,Europe,175,Reported value,3,3,forest - unspecified,49,309,1,coarse,33.66,0.0206,,,,,,,6.3,N
3399,Bruder et al. 2011 Functional Ecology,,JJFS1289,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.2821,2.4758,48.4725,2.7994,Pyrenees,France,Europe,175,Reported value,3,3,forest - unspecified,49,309,1,coarse,36.66,0.0189,,,,,,,6.3,N
3401,Bruder et al. 2011 Functional Ecology,,JJFS1291,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.2821,2.4758,48.4725,2.7994,Pyrenees,France,Europe,175,Reported value,3,3,forest - unspecified,49,309,1,coarse,25.57,0.0271,,,,,,,6.3,N
3403,Bruder et al. 2011 Functional Ecology,,JJFS1293,Quercus ilex,holly oak,Europe,L.,ilex,,,ilex,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Eudicot,48.2821,2.4758,48.4725,2.7994,Pyrenees,France,Europe,175,Reported value,3,3,forest - unspecified,49,309,1,coarse,75.25,0.0092,,,,,,,6.3,N
3405,Bruder et al. 2011 Functional Ecology,,JJFS1295,Quercus ilex,holly oak,Europe,L.,ilex,,,ilex,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Eudicot,48.2821,2.4758,48.4725,2.7994,Pyrenees,France,Europe,175,Reported value,3,3,forest - unspecified,49,309,1,coarse,75.25,0.0092,,,,,,,6.3,N
3407,Bruder et al. 2011 Functional Ecology,,JJFS1297,Quercus ilex,holly oak,Europe,L.,ilex,,,ilex,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Eudicot,48.2821,2.4758,48.4725,2.7994,Pyrenees,France,Europe,175,Reported value,3,3,forest - unspecified,49,309,1,coarse,76.83,0.009,,,,,,,6.3,N
3409,Bruder et al. 2011 Functional Ecology,,JJFS1299,Quercus ilex,holly oak,Europe,L.,ilex,,,ilex,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Eudicot,48.2821,2.4758,48.4725,2.7994,Pyrenees,France,Europe,175,Reported value,3,3,forest - unspecified,49,309,1,coarse,72.24,0.0096,,,,,,,6.3,N
